,0
89,"Xander: Calm yourself, little brother. You really are competitive to a fault. As I've always said, you're a talented mage with formidable magical abilities."
90,"Leo: Hmm. Well, just remember that pointy metal sticks are not the only path to power."
91,"Corrin: Oh, that reminds me of something I've been meaning to tell you, Leo."
92,Leo: Something important enough to derail this conversation?
93,Corrin: Well...your collar is inside out.
94,Leo: (angrily looking at his collar) What?!
95,Xander: It would appear someone got dressed while still half-asleep.
96,Leo: Ugh! Wh-why didn't you say something earlier?!
97,"Xander: Haha, sorry, Leo. But that sort of thing is what makes you so lovable."
98,Corrin: Absolutely.
99,Leo: Hmph...
100,"Camilla: Are you all right, Corrin? Did you get hurt at all during practice? If you did, let me know right away so I can take extra-special care of you..."
101,"Corrin: I'm perfectly fine, Camilla. As always, thanks for your concern."
102,"Elise: I was worried about you too, Corrin!"
103,"Corrin: I know, Elise. You wouldn't visit me all the time if you didn't care so much, right?"
104,Elise: Heehee... Do you like it when I visit?
105,"Corrin: Of course! I'm not allowed to leave this fortress, so visits are all I look forward to!"
106,Elise: Yaaay! I'm glad to hear that. Spending time with my brother/sister makes me so happy!
107,Corrin: Gah!
108,"Elise: I love you so much! I love you more than anything in the whole, wide world!"
109,"Leo: Elise, when do you intend to behave like the adult that you technically are?"
110,"Camilla: Well, I for one think her cheer is a good complement to this gloomy kingdom, Leo."
111,"Corrin: Well said, Camilla. Every one of you is so dear to me. You've all been so patient and kind since I lost my memory... I don't even mind being quarantined when I'm with you. I'm so grateful to have you all."
112,"Xander: We are grateful to have you as well. But, Corrin, I have some-"
113,"Camilla: Let me tell him/her, Xander! We have wonderful news, Corrin! Father asked us to take you back to the capital!"
114,Corrin: Really?! Does that mean...
115,"Camilla: Yes. It means you can finally leave this drafty fortress. You must have been so lonely all this time, separated from the rest of the world... But now you'll be free!"
116,Elise: Isn't that wonderful?!
117,"Corrin: It...it really is. Thanks, Elise. Wow... I'm finally leaving this place... Maybe now I can join you all as a soldier, fighting for Nohr?"
118,Xander: There will be plenty of time to discuss the details with Father. Let us depart.
119,"Lilith: I hear you can finally leave the fortress. You must be very happy, Lord/Lady Corrin. Gunter has asked me to go with you to the capital so I can look after your horses."
120,Corrin: Glad to hear it! I'd miss you if you weren't coming along too.
121,"Xander: Lilith, are the horses ready?"
122,"Lilith: Yes, milord. Everything is ready, and the horses seem excited about the trip. They are all very fond of Lord/Lady Corrin. Probably from all his/her time in the stables..."
123,Camilla: Our Corrin does love animals. Such a kindhearted soul... Why he/she even nursed an injured baby bird back to health one time!
124,Lilith: Ah...
125,"Corrin: Lilith, is something wrong?"
126,Lilith: Oh...no. It's nothing.
127,"Elise: Isn't it obvious, Corrin? Lilith is sad because she's going to miss you!"
128,Corrin: Miss me? But she's coming with us.
129,"Elise: Oh, right! Well then, I bet she's sad 'cause she won't have you all to herself anymore. You've always been especially fond of our brother/sister, haven't you, Lilith?"
130,"Lilith: I, er-"
131,"Xander: As gripping as all this is, we should be on our way. We mustn't keep Father waiting."
132,"Corrin: Yes, let's go!"
133,"Gunter: Flora, you and Felicia/Jakob will remain here to watch over the fortress. Felicia/Jakob and I will accompany Lord/Lady Corrin. We may be gone for some time. Take good care of this place."
134,Flora: Of course! You may rely on us.
135,"Felicia: (if Corrin is female) Safe travels, Lady Corrin!"
136,"Jakob: (if Corrin is male) I wish you safe travels, Lord Corrin."
137,Corrin: Thank you. I hope to see both of you again soon...just not here!
138,"Note: If Corrin is male, Felicia will be playable. If Corrin in female, Jakob will be playable instead.
"
139,"Garon: I see you made it here safely, Corrin."
140,"Corrin: Yes, Father. Long have I wished to see you and visit Castle Krakenburg again. I feel like I’m dreaming…"
141,Garon: It is only thanks to your diligence that you are here. I am told you are now a warrior almost on par with Xander. You finally possess the strength to be an instrument of Nohr’s power in the world.
142,"Elise: But, Father, will he/she be all right outside of the fortress?"
143,Camilla: I worry about that as well. Isn’t it dangerous for Corrin to live outside the fortress’s magical barrier?
144,"Corrin: I appreciate your concern, but I earned my way here and I’m ready to fight."
145,"Garon: Corrin, as you know, Nohr is at war with the eastern kingdom of Hoshido."
146,"Corrin: Yes, Father. I have heard as much."
147,"Garon: We of the royal family are descendants of the ancient gods, the First Dragons. As inheritors of that divine strength, we conquer those who oppose us with ease. One who learns to wield that power can destroy an entire army of common troops. Xander, Camilla, and Leo have already shown that they possess this power. I expect no less from you."
148,"Corrin: I am aware of your expectations, Father. And I have trained every day to become more like my siblings."
149,Garon: Hmm…you show promise. But you will need a suitable weapon in order to serve Nohr.
150,Corrin: Wow…
151,"Garon: This is Ganglari, a sword infused with magic from another world. With this sword at your side, you will crush the Hoshidan army with ease."
152,"Corrin: Thank you for this generous gift, Father."
153,Xander: Hmm… Generous indeed.
154,"Garon: Now, let us see you put that sword to its proper use… Bring out the prisoners!"
155,"Nohrian: Yes, sire!"
156,Corrin: Prisoners?
157,Garon: These are prisoners from our most recent skirmish with Hoshido. I want to see your power with my own eyes. Use that sword to strike them down.
158,"Gunter: I shall join you, milord/milady. My lance arm is perhaps rusty but still serviceable. Felicia/Jakob, will you join us well?
Felicia: Of course! I’m as much a bodyguard as a domestic, after all. To be honest, I was never that great at the domestic stuff anyway.
Jakob: Naturally. I couldn't allow someone of your advanced years to bear the burden alone. Lady Corrin, there is no need for you to soil your hands with this filth. Please relax and leave the fighting to us. Afterward, I will prepare you some tea."
159,"Felicia: Of course! I’m as much a bodyguard as a domestic, after all. To be honest, I was never that great at the domestic stuff anyway."
160,"Jakob: Naturally. I couldn't allow someone of your advanced years to bear the burden alone. Lady Corrin, there is no need for you to soil your hands with this filth. Please relax and leave the fighting to us. Afterward, I will prepare you some tea."
161,"Rinkah: I am Rinkah! Daughter of the Flame Tribe’s honorable chieftain. What is your name, Nohrian prince/princess?"
162,Corrin: I’m Corrin.
163,Kaze:  Corrin… Can it be?
164,Corrin: Huh? Have you heard of me?
165,"Kaze: … I am Kaze, a ninja of Hoshido. Show me what you can do."
166,Garon: Kill them all.
167,Corrin: Is that…
168,"Felicia: Is something wrong, milord?"
169,Corrin: I feel…something emanating from the ground. Could it be…
170,Felicia: Oh! Th-that’s amazing! You blew away all the debris!
171,Garon: Heh…Well done.
172,"Gunter: Excellent plan, milord─now we can hide in there and ambush our foes."
173,Corrin: Is that…
174,"Jakob: Hm? Is something the matter, milady?"
175,Corrin: I feel…something emanating from the ground. Could it be…
176,Jakob: Extraordinary! No debris field can stand up to your mighty lineage!
177,Garon: Heh... Well done.
178,"Gunter: Excellent plan, milady─now we can hide in there and ambush our foes."
179,"Gunter: Remain focused, milord/milady. This is no mock battle-a mistake here could cost you your life."
180,"Felicia: You should know I’m trained to use daggers-up close or thrown from afar. I can even hit enemies hiding behind walls, which might come in handy!"
181,"Jakob: Milady, I'm well trained in the dagger─effective both up close and at range. I can even attack foes hiding behind walls, which may prove useful."
182,Gunter: Remember your training. Each weapon has strengths and weaknesses. You would do well to consider them before you attack.
183,"Felicia/Jakob: I’m sure you know this, milord/milady, but it’s useful to stay close to your allies. If you fight side by side, you can help each other in battle/combat."
184,"Felicia: Maids can also use staves to heal wounds. If you get hurt, let me know right away!"
185,Jakob: Butlers can also use staves to heal wounds. Please inform me immediately should you become injured.
186,"Kaze: A ninja’s Shuriken may not cut deep, but it can sap you of your strength. Your death need not come all at once"
187,Kaze: I regret…nothing...
188,Rinkah: Behold the might of the Flame Tribe!
189,Rinkah: Nohrian scum…
190,Kaze: So this is how it ends…
191,"Corrin: Phew! They’re really tough, aren’t they? I hope all Hoshidans aren’t this strong."
192,"Garon: Don’t just stand there, idiot boy/girl. Finish them!"
193,Corrin: But. Father…they’re beaten. You want me to execute helpless prisoners?
194,Garon: You dare question me?! I order you to kill them!
195,Corrin: No! It’s wrong!
196,Garon: I won’t argue the point any further.
197,Corrin: Gods!
198,Kaze: Hm?
199,Elise: Corrin! What are you-
200,Xander: Unbelievable…
201,"Garon: You would defy me directly, Corrin?!"
202,"Xander: Father, please forgive him/her! He/She doesn’t yet understand our situation…"
203,"Garon: Fine. Xander, you kill them. And if anyone gets in your way, kill them too."
204,Xander: Ngh.
205,Garon: DO IT! KILL THEM ALL!
206,Xander: …
207,"Xander: Stand down, Corrin. If you don’t, I will be forced to-"
208,"Corrin: No, Xander. I won’t let you do this!"
209,"Xander: Why do you refuse, Corrin? You know the Hoshidans are our sworn enemies."
210,"Corrin: I know, but…this is different. These people can’t fight anymore. Why not show mercy?"
211,"Camilla: Please, Corrin, don’t fight him… My dear, sweet Corrin…"
212,"Elise: No no no! Leo, what should we do?"
213,Leo: *sigh* Why does this fall to me?
214,"Leo: Father, I have dispatched our enemies on behalf of my softhearted brother/sister."
215,Garon: Hmph.
216,Leo: I only ask that you would be merciful in your punishment of him/her…
217,Garon: Enough! I will consider the matter later.
218,Corrin: Leo! How could you?! They were beaten! There was no reason to execute them!
219,Leo: Agreed. Now hush.
220,"Corrin: Leo, did you-"
221,"Xander: Enough, both of you. The battle is over."
222,Corrin: …
223,"Xander: Mark my words, Corrin… One day, an act of kindness may be the death of you."
224,"Corrin: Perhaps, but if I’m kind. I will die without regrets."
225,Xander: …Well said. Guard! I would examine the prisoners’ belongings. Bring their remains to my quarters.
226,"Nohrian: Yes, Your Highness!"
227,"Corrin: Leo, your spell…"
228,"Leo: Was only enough to weaken them, yes. I should have followed Father’s orders. But Camilla and Elise always make such a fuss when I do anything to upset you."
229,"Corrin: Thank you, Leo. I’m sorry for teasing you about your collar."
230,Leo: *sigh* You can repay me by not mentioning it again.
231,"Elise: That was great, Brother!"
232,"Camilla: It was, but I doubt this will be the last we hear of this. Father never forgets a slight."
233,"Xander: Listen well. It is only my brother’s/sister's kind heart that has bought your freedom. Disappear now, lest you be spotted by our king."
234,Kaze: …
235,"Rinkah: Tch. I am not a hostage to be freed. You said your name is Corrin? When next we meet, I will make you pay for this humiliation!"
236,"Corrin: I was hoping the next time we met, it could be as friends."
237,Rinkah: Softhearted fool! I am a Hoshidan warrior. You do not understand what you suggest.
238,Corrin: I understand that right now Hoshido and Nohr are at war. But I’m trying to plan ahead for the day the war is over and we can live in peace.
239,"Rinkah: I’ve heard rumors of a sheltered Nohrian prince/princess who knows nothing of the world. I see those rumors are true. If we do meet again, the world will have no doubt taught you the error your ways."
240,"Elise: All right, Corrin. Let’s go in there together. I’ll help as much as possible. This is our father we’re talking about. He has to forgive you, right?"
241,"Corrin: Thanks, Elise. I hope you’re right."
242,"Elise: All right. Deep breath, and… here we go. Father! We have something we need to talk you about!"
243,Garon: Gah hah ha!
244,Corrin: Father?
245,Elise: It sound like he’s with someone… Maybe we should come back later.
246,Garon: Hrmph! Who’s there?
247,"Elise: Oh! Sorry to bother you, Father…"
248,"Corrin: Yes, we apologize if this isn’t a good time."
249,Garon: What do you two want?
250,"Elise: Father, we’re here to apologize. Right, Corrin?"
251,"Corrin: Yes, that’s right. I’m sorry for questioning you."
252,Garon: You may enter.
253,Garon: Corrin… You disobeyed a direct order from me. Ordinarily you would not still be alive.
254,Corrin: I understand…
255,"Elise: No! Father, I can explain-"
256,"Garon: Silence! As you are my child, Corrin, I will grant you some leeway. I have something in mind for you. A mission. If you complete this task successfully, I will pardon your crime in full."
257,Corrin: Really?! What sort of mission?
258,Garon: There is an abandoned fortress perched on the Hoshidan border. I wish to know if the building there remains serviceable. You are to travel to the site and inspect the premises. No battle will be required. Do you understand? I won’t tolerate being disappointed twice…
259,"Corrin: Yes, Father. It shall be done."
260,"Camilla: Darling, are you sure you’re going to be OK out there? I don’t like this…"
261,Corrin: Of course! Please don’t worry. It’s just an abandoned fort.
262,"Leo: You’re acting rather casual about all this, Corrin. It isn’t like Father to be so forgiving…"
263,"Corrin: Huh? What do you mean, Leo?"
264,"Elise: That’s enough, Leo! Don’t be so worried all the time, sheesh. And don’t even try to scare Corrin before his/her first mission!"
265,Leo: Hey! That’s not necessary.
266,Camilla: I suppose I’ll just have to come along. That way I know Corrin will be safe.
267,Iago: I’m afraid that’s not possible.
268,"Camilla: Why ever not, Iago?"
269,"Iago: Lady Camilla, King Garon intends his expedition as a test of sorts. As his top advisor, I have been entrusted with coordinating this mission. He would like to know whether Prince/Princess Corrin is worthy… After all, he/she IS a part of the royal lineage. Therefore, your assistance would simply muddy the results."
270,"Corrin: Understood. Camilla, I need to do this all by myself. Surely you understand."
271,"Garon: Not all by yourself, Corrin."
272,Corrin: Father! I didn’t see you there.
273,"Garon: Rest assured, I don’t intend to send you out there completely defenseless."
274,Hans: …Milord/Milady.
275,Garon: This is Hans. He is a veteran warrior and will ensure no trouble befalls you.
276,"Corrin: Thank you, Father."
277,Xander: Hmm…
278,"Xander: I’d be wary of that man if I were you, Corrin…"
279,Corrin: Why do you say that?
280,"Xander: He’s a criminal. A murderer and scoundrel. I arrested him myself, years ago. Father seems to think he’s rehabilitated, but I’m not so sure. That said, he is a formidable soldier."
281,Corrin: I see.
282,Corrin: Wow… Is this it? The Bottomless Canyon?
283,Gunter: Yes. It’s the natural boundary dividing Nohr and Hoshido.
284,"Corrin: It can’t be really bottomless, can it?"
285,"Gunter: Let the eternal darkness below be your answer. Those who fall in never return… I truly despise this place. Something about the land around here just isn’t right. The sky here is always dark and foreboding, and lightning strikes all who fly across. This clearly a place us mortals were never meant to enter. Normally we’d go around… But the fort that King Garon wants surveyed is right over there."
286,"Corrin: Oh, it’s not so bad. Or perhaps I’m just happy to be outside in the fresh air! Compared to the inside of that fortress, this is downright exiting."
287,"Gunter: Ha! That certainly puts things in perspective, milord/milady. Come, let’s proceed."
288,Gunter: Blast! It looks like this fort isn’t as abandoned as we thought. Why the devil is this place crawling with Hoshidans?
289,"Hoshidan: Hold on! Do not advance any farther, soliders of Nohr."
290,"Omozu: Crossing that bridge is a violation of our border treaty. Turn back at once, or we’ll be forced to attack!"
291,Felicia/Jakob: What should we do?
292,Corrin: We’re not here to fight. I suppose we’ll have to turn back and report to Father.
293,"Gunter: Wise decision, Lord/Lady Corrin."
294,"Hans: Who asked you, old man?"
295,Gunter: What?!
296,Hans: Gyaaah!
297,Hoshidan: AAAUGH!
298,"Hans: Ah ha ha! Die, scumbags!"
299,Omozu: You’ll pay for this!
300,"Corrin: Hans, what are you doing?! We had no reason to engage these troops!"
301,Hans: Pfft.
302,Corrin: We should have tried diplomacy first. We weren’t sent here to fight!
303,"Hans: Speak for yourself, weakling."
304,Corrin: What’s that supposed to mean?
305,"Omozu: Soldiers of Hoshido, hear me! Do not leave a single Nohrian alive!"
306,Hoshidan: Prepare to attack!
307,"Gunter: Argh! Looks like there’s no getting out of this now. Get ready to fight, Lord/Lady Corrin."
308,"Gunter: Now then, Lord/Lady Corrin. There are two kinds of battle formations. You’ll need to learn both, and fast! You can take a defensive position by moving to the same space as an ally. Your ally will benefit from your support, but you won’t be able to attack. If you want to unleash the most potent attacks, stand in adjacent positions. From that alignment, allies may be able to attack simultaneously. I’d tell you more, but you’re about to receive some practical experience…"
309,Gunter: I’m afraid the enemy’s position across that bridge may be impenetrable. We’ve got to look for another way across. Lord/Lady Corrin! See if you can find a Dragon Vein around here.
310,Omozu: Gods! Did you see what just happened to the cliff? Who are we dealing with here?
311,Felicia/Jakob: Look! More troops are arriving from the south!
312,"Gunter: More enemy reinforcements… Take caution, Lord/Lady Corrin."
313,Hans: Gyaaah! Die!
314,Hans: Bwahaha! Look like I’ve done enough damage for the time being. Time to lay low and see how this all plays out…
315,Omozu: Do you even realize what you’ve done here today? Hoshido won’t stand for unprovoked attacks like this. Revenge will be ours!
316,Omozu: Damn you! This isn’t over…
317,Corrin: This isn’t what I had in mind…but at least I’ve completed Father’s mission.
318,Saizo: You’re the leader of these troops? Pah. You’re nothing more than a boy/girl.
319,Corrin: Who are you?
320,Saizo: My name is Saizo. I’ve come to claim your life.
321,Corrin: Hey! Everyone! We’re still under attack!
322,Saizo: Destroy them!
323,???: I won’t allow it!
324,Saizo: What?! This must be their real commander…
325,"Xander: What’s going on here, Corrin?"
326,Corrin: Xander! How did you know were in trouble?
327,"Leo: We’ve arrived just in time. Your luck never runs out, does it, Brother/Sister?"
328,Camilla: Are you all right? I was so worried about you.
329,"Elise: We’re all here for you, Corrin!"
330,"Corrin: Thank you, everyone! Um, but before we get too carried away… we ARE under attack."
331,Camilla: Who dares attack my beloved Corrin? I’ll have their heads on a platter!
332,"Corrin: I’m not hurt, Camilla."
333,"Camilla: But, darling…it’s the thought that counts!"
334,Corrin: I never knew Camilla could be so…ruthless…
335,"Elise: Heehee! That’s right, you’ve never seen her on the battlefield before."
336,Saizo: This is not going well…
337,Kagero: Saizo! What’s wrong? What’s our status?
338,"Saizo: I misjudged the situation. We’re outnumbered. Kagero, do we have anyone else on the way?"
339,Kagero: Affirmative. Lord Ryoma is right behind me.
340,Saizo: Ahh… Then I think this battle is as good as won.
341,Xander: It looks like more Hoshidan reinforcements are on the way.
342,Leo: Indeed… What should we do?
343,"Xander: Well, Corrin is safe, and the fort’s condition has been evaluated. There’s no reason to engage Hoshido further at this point. Corrin, you take the lead with Gunter. We’ll follow close behind."
344,"Corrin: Will do. Thank you, Xander."
345,"Corrin: Gunter, have you seen Felicia/Jakob? She/He was here a second ago…"
346,Gunter: I’m sure she’s/he's right behind us. Now hurry up. I can’t stand being on this bridge a moment longer.
347,Hans: Don’t worry-you won’t have to stand there much longer.
348,Corrin: Hans!
349,Gunter: What is the meaning of this?
350,Hans: Less talk. More death.
351,"Corrin: Hans, no! Why are you doing this? Your own ally…"
352,"Hans: Aww, did I knock your babysitter into the ditch? Here- you can meet up with him at the bottom!"
353,Corrin: You’ll pay for this!
354,Hans: What?! What kind of…freak…are you?
355,Hans: It can’t be..
356,"Corrin: I want answers, Hans! Why are you doing this? Why did you provoke the Hoshians? And why did you kill Gunter? Answer me!"
357,Hans: Just following orders. King Garon’s orders.
358,Corrin: What?! You lie!
359,Corrin: Come back here!
360,Corrin: Huh? Noooo!
361,"Lilith: My kin, my gods, my blood… Dragons grant me strength! Great Moro, I beseech you!"
362,Corrin: Lilith? Is that you? What…ARE you?
363,"Lilith: Lord/Lady Corrin… I knew this day would come eventually. This may come as a shock, but I am not a human."
364,"Corrin: Well, I can see that. Are you a dragon?"
365,"Lilith: Yes, this is my true form. You’ve seen it before. Do you remember? That strange bird you rescued in the barn…"
366,Corrin: That… was you…?
367,"Lilith: It was. Once I recovered, I was able to take human form. You were so kind to me that I decided to remain a human that I might serve you. But now I have used a power that goes beyond the capacity of a human body. I will not be able to return to that form. I don’t mind, though. The most important thing to me is that you’re safe…"
368,Lilith: Eeek!
369,Corrin: Lilith! Be careful! Drop me if you must… I won’t have you sacrifice yourself for me!
370,"Lilith: First Dragons, I call on you. Grant us access to the astral plane!"
371,Corrin: What just happened?! Where…are we?
372,"Lilith: This is a world parallel to the one in which you live, Lord/Lady Corrin. It is known as the astral plane."
373,Corrin: How were you able to get us here?
374,"Lilith: The First Dragons have granted us the power to inhabit this dimension. Under their protection, we are safe here. Oh! Allow me to prepare a place for you to rest…"
375,Corrin: Did… did you just use a Dragon Vein?
376,Lilith: Yes. The power of the First Dragons flows freely in this realm. You should know that space and time operate differently here as well…
377,Corrin: I have so much to learn… Is there anyone else here?
378,"Lilith: No, we are alone. There’s no one left here…"
379,"Corrin: I’m sorry, I didn’t mean to invoke any bad memories."
380,"Lilith: It’s OK, Corrin. I’m not lonely as long as I have you in my life. Now…you should get some rest."
381,"Lilith: How are you feeling, Corrin? I know this is a lot to take in."
382,"Corrin: Yes, it is. But I feel much better now. My wounds seem to have healed already. And my mind is racing! I have so many new questions about this world…"
383,"Lilith: All in good time. For now, some business remains in the other world."
384,"Corrin: Yes, you’re right. I can’t relax until I know everyone made it safely home."
385,"Lilith: Of course. There is just one thing you should know before you go back. When I open the portal, you will return to the same location you came from. That means you’ll arrive right on the Hoshidan border. There may be soldiers lying in wait for you…"
386,Corrin: I understand. I’ll be ready for them.
387,Lilith: Very well. Then I will open the gate.
388,"Corrin: Ah, I’m back. But… where is everyone?"
389,"???: You’re mine, Nohrian!"
390,Corrin: Hmm?!
391,"Rinkah: Ah, you’re awake. Sorry about that bump on your head."
392,"Corrin: It’s you! From the Flame Tribe, right? Where are we?"
393,"Rinkah: Yes, I am Rinkah. This is a Flame Tribe village within Hoshido’s territory. I’m going to hand you over to the Hoshidan authorities."
394,Corrin: I see. I suppose they’ll want to hear an explanation for the unprovoked attack. And then they’ll probably execute me.
395,Rinkah: Heh. I don’t think so.
396,"Corrin: Gods…they’re here already, aren’t they?"
397,Rinkah: Yes. It’s time to go.
398,"Corrin: We meet again. Kaze, right?"
399,"Kaze: Yes. I’m glad we found you, Prince/Princess Corrin."
400,"Corrin: You are? Wait, am I missing something?"
401,Kaze: Please come with me. All will be explained.
402,Corrin: Very well.
403,"Ryoma: Welcome back, Kaze. Good work."
404,"Kaze: Thank you, Lord Ryoma."
405,Corrin: Did…did you just say Lord Ryoma?
406,"Rinkah: Yes, this is the high prince of Hoshido, Lord Ryoma."
407,Corrin: I understand.
408,Ryoma: [looks at Corrin] Hmm…
409,"Corrin: What are you waiting for? If you’re going to execute me, please get on with it."
410,Mikoto: I cannot believe it is really you…
