,0
42,"Chrom: Peace, friend—I promise we'll hear all you have to say back in town. Now come."
43,Robin: What will you do with me? Am I to be your prisoner?
44,Chrom: Hah! You'll be free to go once we establish that you're no enemy of Ylisse.
45,Robin: Is that where we are? Ylisse?
46,Frederick: You've never heard of the halidom? Ha! Someone pay this actor/actress. He/She plays quite the fool! The furrowed brow is especially convincing…
47,"Chrom: Frederick, please. (to Robin) This land is known as the Halidom of Ylisse. Our ruler, Emmeryn, is called the exalt. I suppose proper introductions are in order... My name is Chrom—but then, you already knew that. (turns to Lissa) The delicate one here is my little sister, Lissa."
48,"Lissa: I am NOT delicate! …Hmph! (turns to Robin) Ignore my brother, please. He can be a bit thick sometimes. But you're lucky the Shepherds found you. Brigands would've been a rude awakening!"
49,Robin: Shepherds? You tend sheep? ...In full armor?
50,"Chrom: Heh, it's a dangerous job. Just ask Frederick the Wary here."
51,"Frederick: A title I shall wear with pride. Gods forbid one of us keeps an appropriate level of caution. I have every wish to trust you, stranger, but my station mandates otherwise."
52,"Robin: I understand, sir. I would do no less myself. My name is Robin. …I just remembered that. How odd. I suppose that's one mystery solved."
53,"Chrom: Robin? Is that foreign? …Ah, well. We can discuss it later. We're almost to town. Once we—"
54,"Lissa: Chrom, look! The town!"
55,"Chrom: Damn it! The town is ablaze! Those blasted brigands, no doubt... Frederick, Lissa! Quickly!"
56,Frederick (gesturing Robin): What about him/her?
57,"Chrom: Unless he's/she's on fire as well, it can wait!"
58,"Frederick: Aptly put, milord."
59,Lissa: Let's go already!
60,Robin: But what about— Hmm...
61,"Garrick: Gwa ha ha! Get to it, lads! Grab anything shiny, and put the rest to the torch! We gots an example to set for these Ylissean types! Ain't that right, lass?"
62,Maiden: S-stay away from me! Please! Someone! HEEEEEELP!
63,"Lissa: Chrom, we have to stop them!"
64,"Chrom: Don't worry—after today, these bandits won't be bothering anyone ever again…"
65,Robin: Wait!
66,Chrom: Robin! You followed us! Why?
67,"Robin: I… I'm not certain myself. But I'm armed, and I know my way around a fight if you'll have me."
68,Chrom: Of course—strength in numbers. Just stay close!
69,"Frederick: Remember, Robin, we face practiced thieves and murderers. They will grant us no quarter. It's kill or be killed."
70,"Chrom: So, Robin, I see you wear a sword. Is it— Wait, is that a tome? …You know magic?"
71,Robin: I…believe so? I suppose I should check.
72,"Chrom: You ""believe so""? Perhaps I'll just keep a few paces behind you for the time being…"
73,"Robin: No, I can control it. I'm sure. Now, how did this work again? Ah, yes…"
74,"Lissa: We'll see who's delicate! I may not be able to attack like Chrom, but when you get injured? I'll be the one stitching your bones back together, care of my trusty staff! You just tell me where to go, Robin."
75,Chrom: Is anyone hurt? It would be foolish to leave a wound untreated.
76,Robin: Indeed. Timely use of a staff or a vulnerary should prevent the worst.
77,"Chrom: Still with us, Robin?"
78,"Robin: Hmm… It's strange. Here on the battlefield, I can… Well, I can ""see"" things."
79,Chrom: See things? Like what?
80,"Robin: The enemy's strength, their weaponry, the flow of battle… I must have studied this somewhere."
81,"Chrom: So, you're saying you can size up the enemy at a glance?"
82,"Robin: Yes, it would seem so. And perhaps more, if I apply myself…"
83,"Chrom: Are you all right, Robin? Don't rush into danger."
84,"Robin: I'm fine, Chrom. Don't worry."
85,"Chrom: You've lent us your strength, and that makes you a friend. Having an ally by my side gives me courage."
86,"Robin: Thank you, but…I think there's more to it than that."
87,Chrom: What do you mean?
88,"Robin: I believe there's a tactical advantage to fighting side by side… It's fuzzy… Wait, yes: working in pairs improves strength, defense, speed… Yes, yes, I'm sure of it!"
89,"Garrick: Here, sheepy sheepy! Come to the slaughter! (with any unit)"
90,Garrick: Bwaaargh! (upon defeat)
91,"Robin: Well, that's the end of that."
92,"Lissa: Lucky for the town, we were close by. But holy wow, Robin! You were incredible! Swords, sorcery, AND tactics! Is there anything you can't do?"
93,"Chrom: You're certainly no helpless victim, that much is for sure."
94,Frederick: Indeed. Perhaps you might even be capable of an explanation for how you came here?
95,"Robin: I understand your skepticism, Sir Frederick. And I cannot explain why only some knowledge has returned to me. But please, believe me. I have shared all that I know."
96,Chrom: You fought to save Ylissean lives. My heart says that's enough.
97,"Frederick: And your mind, milord? Will you now heed its council as well?"
98,"Chrom: Frederick, the Shepherds could use someone with Robin's talents. We've brigands and unruly neighbors, all looking to bloody our soil. Would you really have us lose such an able tactician? Besides, I believe his/her story, odd as it might be."
99,"Robin: Th-thank you, Chrom."
100,"Chrom: So how about it? Will you join us, Robin?"
101,Robin: I would be honored.
102,"Frederick: Did you notice, milord? The brigands spoke with a Plegian accent."
103,Robin: Plegian? What's that?
104,"Chrom: Plegia is Ylisse's westerly neighbor. They send small bands into our territory, hoping to instigate a war."
105,"Lissa: And it's the poor townsfolk who suffer! Totally innocent, and totally helpless..."
106,"Frederick: They do have us, milady: Shepherds to protect the sheep. Do not be swept up in your anger. It will cloud your judgment."
107,"Lissa: I know, I know... Don't worry. I'll get used to all this."
108,"Villager: Milord, please! You must stay the night! We are simple folk of simple means, but we would gladly toast your valor with a feast!"
109,"Frederick: A most generous offer, sir, and no doubt your hospitality would be grand... But I'm afraid we must hurry back to Ylisstol."
110,"Lissa: Dark meat only for me, medium well, and no salt in the soup. I simply— Wait, what?! We're not staying?! But, Frederick, it's nearly dark!"
111,"Frederick: When night falls, we'll camp. Eat off the land, make our bed of twigs and the like... I believe you mentioned you would be ""getting used to this""?"
112,Lissa: Frederick? Sometimes I hate you.
113,Robin: You've quite the stern lieutenant there.
114,"Lissa: Yeah, well, ""stern"" is one name for it. I can think of a few others!"
115,Chrom: Frederick only smiles when he's about to bring down the axe.
116,Robin: Duly noted.
117,Frederick: *Ahem* You do realize I AM still present?
118,"Chrom: Oh, we realize."
119,Robin: Heh heh.
120,"Frederick: Milord remains as amusing as ever. Now then, shall we be going?"
121,"Chrom: All right, all right. Ready to go, Robin? The capital isn't far."
122,"Lissa: I told you—it's getting dark already! ...Ech! And now the bugs are out! Noisy, disgusting bugs that buzz around and crawl all over and bite you when—Agh! Won goph in mah mouph! Blech! Ptooey!"
123,"Chrom: Aw, come on now, Lissa. Hardship builds character. Want to help me gather firewood?"
124,"Lissa: Tpht! Tpht! Yeeeeeuck! ...I think I swallowed it... I'll pass on finding firewood, thanks. I think I've built QUITE enough character for one day!"
125,"Robin: We should probably think about food. I don't know about you, but I'm starving."
126,"Frederick: Yes, I should think a little hunting and gathering is in order. Now, who wants to clear a campsite?"
127,"Chrom: Mmm... It's been too long since I last had bear meat. Delicious! ...What's wrong, Lissa? Dig in."
128,"Lissa: Pass! ...Gods, couldn't you spear us an animal normal people eat for once? I mean, come on! Who eats bear?! You're meddling with the food chain. Right, Robin? ...Uh, Robin?"
129,"Robin: *Munch, munch, slurp*"
130,Lissa: *Sigh* I suppose a person would enjoy just about anything after not eating for days...
131,"Chrom: Just eat it, Lissa. Meat is meat."
132,"Lissa: Since when does meat smell like old boots?! Wait, I take that back—boots smell better!"
133,"Frederick: Every experience makes us stronger, milady. Even those we don't enjoy."
134,"Lissa: Really? Then why don't I see YOU eating, Frederick?"
135,"Frederick: Me? Oh, well... I'm not hungry. I...I had a large lunch! Yes, quite."
136,"Lissa: Yeah right, Frederick!"
137,Chrom: ...Huh?
138,"Lissa: *Yawn* What's wrong, Big Brother?"
139,"Chrom: Sorry, I didn't mean to wake you, but... Something is amiss..."
140,"Lissa: Define ""something""."
141,Chrom: I'm not sure... I think I'll have a look around.
142,"Lissa: Not alone, you won't! I'm coming too."
143,"Chrom: Heh. Thanks, Lissa."
144,Lissa: It sure is dark. ...And quiet. Where did the birds go?
145,Chrom: Something is wrong here...
146,Lissa: Aaah! Chrom!
147,"Chrom: Gods, what— Agh! What is this madness?! Lissa, stay close!"
148,"Chrom: Lissa, run."
149,Lissa: Huh?
150,Chrom: I mean it! Go!
151,Chrom: Hey! This way!
152,"Lissa: Chrom, what IS that?!"
153,"Chrom: Lissa, you'd better stand back."
154,Chrom: Lissa!
155,Marth: (grunts) Help!
156,Chrom: ...Right!
157,Chrom: ...Quite an entrance. What's your name?
158,Frederick: Milord! Milady! Are you hurt?
159,Lissa: Frederick! Robin!
160,Robin: Are such horrific creatures commonplace in these lands?
161,"Chrom: They're not from Ylisse, I promise you that."
162,"Frederick: No one is injured, then? Thank the gods..."
163,"Lissa: Thank the masked man who saved me! If it wasn't for him, I'd be... Hey, where did he go?"
164,"Frederick: We can worry about him later, AFTER we put these...things...to the blade. Eyes open, now. We know nothing about this enemy."
165,Chrom: Right.
166,Robin: Hmm? Are those...
167,"Frederick: Abandoned forts, yes."
168,Robin: Then we should take shelter in them whenever possible. No doubt they will offer distinct advantages in battle.
169,"Sully: Captain Chrom! Wait! I'm coming! ...Agh, I knew I shouldn'ta left 'em. All right, you ash-faced freaks! Which one of ya wants to try my lance on for size first? I know just the spot for it: shoved right up your—"
170,"Virion: Hold, milady!"
171,Sully: Muh?
172,"Virion: Life may be long, but attraction is fleeting! Would you leave me in your sweet dust? Leave war to the warriors, dear bird! A beauty such as you need wage only love."
173,Sully: ...The hell are you?!
174,"Virion: Ha! Is the lady intrigued? Of course you are—it's only natural. I am myth and legend! I am he who strides large across history's greatest stage! The man who puts the ""arch"" in ""archer""! My name, dear lady, is Vi—"
175,"Sully: Sorry, Ruffles—no time for this. Onward!"
176,"Virion: Virion! ...Er, my name. It's Virion. W-wait! Where are you going? Pray, at least tell me your name!"
177,Sully: I'm Sully. ...And I'm a Shepherd.
178,"Virion: ""Sully""! How divine! A starkly beautiful name, as befits its owner, truly. Will you marry me, my dearest Sully?"
179,"Sully: Will I what now? Oh wait, I get it... This is a joke. And when I put my boot through your face—that's the punch line."
180,"Virion: I realize my manly figure and noble bearing can be overwhelming. 'Tis common! So please, don't feel pressured to answer right a—"
181,Sully: How's THIS for an answer?! [Screen shakes as Sully kicks Virion]
182,"Virion: OOF! G-goodness, but those shapely legs certainly can kick, can't they... P-please, milady! Allow me to accompany you, at least! Mine is a cold, empty world without you. I shall be your most willing servant, and you, in turn, will give my life purpose..."
183,Sully: *Sigh* Fine... Anything to shut you up. ...What? Stop staring at me like that!
184,"Virion: Goddesses and gentlemen, might I have your attention? I, as it happens, am an archer! ...The archest of archers, in fact. As such, I attack most effectively from a distance. So kindly keep me one step away from peril, if you would!"
185,Risen Chief: Ryaaargh! (with any unit)
186,Risen Chief: Nnh...aaagh... (upon defeat)
187,Frederick: It seems all the creatures are vanquished. This young man took care of the others.
188,"""Marth"" (listed as ???): ......"
189,"Lissa: Um, I never got to thank you...for before. So...thank you. You were very brave."
190,Chrom: You saved my sister's life. My name is Chrom. Might I ask yours?
191,"""Marth"": You may call me Marth."
192,Chrom: Marth? After the heroic king of old? You certainly fight like a hero. Where did you learn your way with a sword?
193,"""Marth"": I'm not here to talk about me. This world teeters at the brink of a horrible calamity. What you saw tonight was but a prelude. You have been warned."
194,"Lissa: Huh? What's teetering where now? Hey, wait!"
195,"Robin: Not much for conversation, is he?"
196,Frederick: It appears his skills lie elsewhere. I wager we'll hear his name again... But for now I'm more concerned about the capital. We should make haste.
197,"Robin: So this is Ylisstol, capital of Ylisse... I've never seen so many people!"
198,"Frederick: It appears the capital was spared the chaos we encountered, thank the gods. I see no evidence of the great quake. It must've been limited to the forest."
199,"Lissa: Well, that's a relief!"
200,Old Villager: Look! The exalt has come to see us!
201,"Robin: The exalt is your ruler, yes?"
202,Frederick: Yes. Her name is Lady Emmeryn.
203,Robin: Is it safe for her to walk among commoners like this?
204,"Frederick: The exalt is a symbol of peace—Ylisse's most prized quality. Long ago, at the dawn of our age, the fell dragon tried to destroy the world. But the first exalt joined forces with the divine dragon and laid the beast low. Exalt Emmeryn reminds us all of the peace we fought for then."
205,"Chrom: With Plegia poking at our borders, the people need her. She's a calming presence, when some might otherwise call for war."
206,Robin: Then the Ylissean people are indeed lucky to have her.
207,Lissa: She's also the best big sister anyone could ask for!
208,"Robin: Yes, I imagine she... Wait, what? She's your... But wouldn't that make you and Chrom..."
209,"Frederick: The prince and princess of the realm, yes. You remember Chrom's name and not this?"
210,"Robin: You said you were ""shepherds""!"
211,Chrom: And so we are...in a manner of speaking. We just have a LOT of sheep.
212,"Robin: C-Chrom... I mean, Prince Chrom! Sire! Forgive my dreadful manners!"
213,Chrom: Just Chrom is fine. I've never been much for formalities.
214,"Robin: The prince and princess... That explains why Frederick tolerates all the teasing, eh?"
215,"Frederick: Indeed. Oh, the sacrifices I make for the good of the realm..."
216,Chrom: It looks like Emm is returning to the palace. Would you like to meet her?
217,"Emmeryn: Chrom! Lissa! Welcome home. Oh, and good day, Frederick. How fared you all?"
218,Chrom: Well—we shouldn't have any bandit problems for a while.
219,Emmeryn: Wonderful. And our people?
220,"Chrom: Safe as they can be, Emm. But we still need to watch the borders. The brigands crossed over from Plegia."
221,"Phila: Forgive me, milord. My pegasus knights should have intercepted them."
222,"Chrom: No, Phila. Your duty was here, with the exalt."
223,"Lissa: And besides, we had plenty of help!"
224,"Emmeryn: Ah, you speak of your new companion here?"
225,Chrom: This is Robin. He/She fought bravely with us against the brigands. I've decided to make him/her a Shepherd.
226,"Emmeryn: It sounds as though Ylisse owes you a debt of gratitude, Robin."
227,"Robin: Not at all, milady!"
228,"Frederick: Forgive me, Your Grace, but I must speak. Robin claims to have lost his/her memory, but it is only that: a claim. We cannot rule out the possibility that he/she is a brigand himself or even a Plegian spy."
229,Chrom: Frederick!
230,"Emmeryn: Yet you allowed him/her into the castle, Chrom. Does this man/woman have your trust?"
231,Chrom: Yes. He/She risked his/her life for our people. That's good enough for me.
232,"Emmeryn: Well then, Robin... It seems you've earned Chrom's faith, and as such you have mine as well."
233,Robin: Milady.
234,"Emmeryn: But thank you, Frederick, for your prudence, as always. Chrom and Lissa are blessed to have so tireless a guardian. I do hope they remember to mention that from time to time..."
235,"Frederick: They occasionally express something akin to gratitude, Your Grace. Phila. I assume you've heard about the deathly creatures we encountered, yes?"
236,"Phila: Yes, milord. They've been sighted all across Ylisse."
237,"Emmeryn: Chrom, we are about to hold council. I was hoping you could join us."
238,Chrom: Of course.
239,"Lissa: I think that's our cue, Robin! C'mon, there's a place I want to show you."
240,"Lissa: Here we are! The Shepherds' garrison. Go on, Make yourself at home."
241,"Maribelle: Lissa, my treasure! Are you all right? I've been on pins and needles!"
242,"Lissa: Oh, hey, Maribelle!"
243,"Maribelle: ""Oh hey"" yourself! I've sprouted 14 grey hairs fretting over you!"
244,"Lissa: Aw, you worry too much. I can handle a battle or two! ...Although I could do without the bugs and the bear barbecue..."
245,"Vaike: Hey, squirt! Where's Chrom? I bet he had a rough time out there without ol' Teach and his trusty axe!"
246,"Lissa: Oh, so you're ""Teach"" now, Vaike, is that it? Hee hee! And here I thought people were just born lacking wits. It can be taught?"
247,"Vaike: Ha! Never doubt the Vaike! ...Wait, was that an insult?"
248,"Sumia: Beg pardon, but when might we see the captian?"
249,Maribelle: Poor Sumia. She's simply been beside herself with concern... Her eyes were scanning the horizon all day during training. ...She might have earned fewer bruises fighting blindfolded.
250,"Lissa: Aw, Sumia, that's so sweet of you to worry about Chrom."
251,"Sumia: Worry? Well, I... He's our captain and our prince- of course I'd worry!"
252,"Vaike: So, who's the stranger?"
253,Lissa: No one's stranger than you Vaike... But allow me to introduce Robin! He/She just joined the Shepherds. Chrom's made him/her our new tactician. You should see all the tricks he/she's got up his/her sleeve!
254,Vaike: Oh yeah? Can he/she do this? *buuuuuurp*
255,"Robin: I'm sure I have much to learn in the belching arts, ""Teach."" In any case, it's a pleasure to make your acquaintances."
256,"Maribelle: Ugh, Vaike! That was abhorrent! Must you baseborn oafs pollute even the air with your buffoonery? And you, Robin! Don't encourage him! I'd hope you were cut from finer cloth. Hmph!"
257,"Sumia: Don't take it to heart, Robin. Maribelle warms to people slowly."
258,"Lissa: Or burns too quickly! Hee hee! But yeah, just give her time."
259,"Sumia: Ah! Captain! You've returned! I was- I mean, we were so-"
260,Chrom: Sumia! Are you all right? ...Those boots of yours again?
261,"Sumia: No! I mean, yes! I mean... *sigh*"
262,"Chrom: All right, listen, everyone: in the morning, we'll be marching to Regna Ferox."
263,Robin: Regna Ferox?
264,"Sumia: A unified kingdom to Ylisse's north inhabitied by barbarians, or so it's said."
265,"Chrom: Warriors are what they are, and we'll need their strength to quell thas new menace. Typically, the exalt would request such aid in person. But given recent events... Well, the people might worry should my sister suddenly leave the capital. So the task has been passed to us. Now, this mission is strictly voluntary. So if, for any-"
266,Lissa: I volunteer!
267,Vaike: Me too! You'll be needin' ol' Teach along for such a delicate mission!
268,Kellam: I'll go as well. ...What? I've been here the whole time!
269,"Sumia: I... I, um..."
270,"Chrom: Yes, Sumia?"
271,Sumia: It's just that... I'm not sure I'm quite ready for a proper mission just yet. I'd probably just get in the way.
272,"Chrom: Well, you could stay behind the main group, and if a battle is met, just watch and learn? Your choice, of course. But some lessons can only be learned on the battlefield."
273,"Sumia: W-well, if you think it wise, Captain."
274,Chrom: Just stay by me and you'll be fine.
275,"Sumia: Oh, yes! I mean- Yes, sir, I'll do that!"
276,Chrom: Is everyone ready? We've a long march ahead.
277,Stahl: W-wait for me!
278,Chrom: Stahl?
279,Stahl: Why am I the last to hear about this expedition to Ferox?
280,Lissa: Huh? Vaike was supposed to... Vaike! Did you forget to tell Stahl about our mission?
281,"Vaike: The Vaike never forgets! ...I just don't always remember, is all..."
282,"Lissa: Ugh... I swear, you'd forget your own name if you weren't constantly saying it yourself! Speaking of which, are you SURE you remembered your axe this time?"
283,"Vaike: Hey! That was one time! ...Okay, twice, but training sessions don't count. Anyway, I got it right here. Teach is loaded and ready for action! Glad to have you along, Stahl, ol' buddy."
284,"Stahl: That makes one of us. I was in such a hurry, I had to miss breakfast! There were muffins, and cakes, and... Well, I can tell you all about it while we march..."
285,"Robin: Your name is Stahl, right?"
286,"Chrom: Oh, I'm sorry, Robin. This is Stahl, one of our finest."
287,"Stahl: Hello, Robin. Miriel told me we had a new Shepherd. Er, Miriel's one of our mages. She should catch up soon."
288,"Chrom: Gods, have the Risen spread this far?"
289,"Robin: ""Risen""?"
290,"Frederick: We needed a name for this new threat, so the council gave them one."
291,"Chrom: Everyone, remember what we're up against!"
292,Vaike: Mya ha! They'll remember ME once I drive my axe into their... Wait... My axe. Where's my axe?! I had it a second ago!
293,"Chrom: Vaike, this is no time for jokes..."
294,"Vaike: I'm serious! It's gone, but I JUST had it! It's got to be around here somewhere..."
295,"Chrom: Keep to the rear, then! The battle is nigh!"
296,"Frederick: All right, listen up. ...Especially those of you who BROUGHT weapons! All weapons have strengths and weaknesses to bear in mind. Lances have an advantage over swords, for example, while swords best axes. We'll want to work this into our strategy whenever possible."
297,"Miriel: Splendid! It seems I've caught up. Now to extirpate these brutes... Hmm? Is that an axe? Why yes it is... Perhaps someone mislaid it? I'd not thought such dereliction permissible amoung the Shepherds. Still, I'd be remiss to not return this implement to its owner. Perhaps along with a stern word or two of disapprobation!"
298,Vaike: Whoa! My axe!
299,Miriel: I wondered what manner of ignoramus would mislay their weapon. Now I know.
300,"Vaike: Thanks, Miriel! ...Er, for the axe anyway!"
301,Miriel: Perhaps next time I'll use a spell to fasten it to your hands... permanently.
302,"Chrom: What's next, Robin? Guide our swords."
303,"Frederick: Might I advise patience, milord? Robin is a fine tactician, but we have been working her/him mercilessly. Even the best of us needs rest."
304,"Chrom: Yes, of course. I'm sorry."
305,Frederick: Perhaps Robin would prefer we choose our own actions at times.
306,Chrom: But how will we know?
307,Frederick: We could use a simple command that lets us fight on our own. So long as Robin realizes such a strategy does not guarantee victory. Acting as we see fit may not always lead us to the best course of action.
308,Risen Chief: (When engaged) Gwaaaaaar!
309,Risen Chief: (When defeated) Unnngh...
310,"Chrom: Finally, and good riddance! But if they're appearing this far up the Northroad..."
311,Frederick: Then no path is safe. We'll need to stay wary.
312,"Robin: Well, what do we have here?"
313,"Lissa: Hey, is that what I think it is?"
314,"Chrom: It's a pegasus, all right. I think it's hurt. Let's just have a look here..."
315,"Chrom: WHOA! Down, girl! Easy there!"
316,"Sumia: Captain, one moment!"
317,Chrom: Sumia! Are you all right? ...Those boots of yours again?
318,"Sumia: No! I mean, Yes! I mean... *sigh*"
319,"Chrom: Well, come no closer. This beast is crazed!"
320,"Sumia: It's okay, Captain. I can handle this... Shhh... Easy now, girl. I won't hurt you."
321,Sumia: Shhh...
322,Robin: How did she calm it so quickly?
323,"Lissa: That's incredible, Sumia!"
324,Chrom: I've never seen anything like it.
325,"Sumia: Oh, it's...it's nothing. Really. I just have a way with animals, I guess."
326,Chrom: I should say so!
327,Sumia: You all go ahead. I'll dress her wounds and catch up as soon as we're able.
328,Chrom: We can make time to wait for you.
329,"Sumia: thank you, Captain. But I can manage. Every moment is precious when all of Ylisse is in danger."
330,"Chrom: Right, then. Be safe, Sumia."
331,"Sumia: As you command, sir."
332,Lissa: Brrr! F-F-Frebberick! I'm f-f-freebing!
333,"Frederick: Stand beside my horse, milady. She'll shelter you from the wind."
334,Robin: So this is the fortress?
335,"Chrom: Yes, the Longfort. It stretches along the border of Ylisse and Regna Ferox."
336,"Frederick: The khans that rule Ferox have grown quite wary of foreigners. Still, don't mistake a lack of hospitality for open hostility. This simply calls for a bit of diplomacy."
337,"Chrom: Negotiation's not my strong suit, but I'll do my best. Remember, everyone: your actions here reflect back upon Ylisse."
338,"Frederick: Trouble in the wind, milord: the Feroxi Guard are mobilizing."
339,Chrom: What?! Why?
340,"Frederick: Who can say? But they look ready to let fly at a moment's notice. We'd best prepare for combat, just to be safe. Perhaps we ought pool our supplies and select which Shepherds to deploy? Loath as I am to trust him/her, Robin might offer some valuable insight in this…"
341,"Chrom: Indeed, he/she IS our tactician, after all. So, Robin? What do you suggest?"
342,Raimi:  Halt! Who goes there?!
343,"Chrom:  In the name of House Ylisse, I seek audience with the khans!"
344,"Raimi:  Not another step, my bold lad! I've lancers at the ready!"
345,"Frederick:  Hold, milady! We are not your enemy! Exalt Emmeryn herself sent us to discuss matters of mutual interest."
346,"Raimi:  My only interest is keeping you out of Regna Ferox, brigand!"
347,Frederick:  B-brigand? Now see here—
348,"Raimi:  You think you are the first ""Ylisseans"" to try and cross our border? I have the authority to fell such imposters where they stand."
349,"Frederick:  How dare you! You are in the presence of Prince Chrom, the exalt's own blood!"
350,"Raimi:  Ha! Yes, indeed—and I'm the queen of Valm! You do realize impersonating royalty is a capital offense, yes? Mmm... Then perhaps we should settle this the Feroxi way. You claim to be the prince of Ylisse? Then prove it on the battlefield!"
351,"Chrom:  Rgh... Emmeryn won't like this at all... Please, good lady! If you'd just listen—"
352,Raimi:  I've heard quite enough! Attack!
353,Chrom: Sumia...?
354,"Sumia: Better hold on tight, Captain. Could get bumpy."
355,Chrom: Uh...right.
356,Sumia: You'll be fine.
357,Chrom: Sumia!
358,Sumia: Right! [she and Chrom dodge the incoming weapons and fly away]
359,"Sumia: Oh, Captain, I'm so relieved I made it in time."
360,"Chrom: That goes double for me, Sumia! And this—is this the same ornery pegasus we met on the road?!"
361,"Sumia: Oh, she's a sweetheart, isn't she? ...Once you really get to know her…"
362,"Chrom: Well, many thanks to you both."
363,Lissa: I think the pegasus is blushing!
364,Frederick: And I think we had all best focus on the situation at hand!
365,"Robin: Chrom, they're coming!"
366,Chrom: All right. The Feroxi way it is!
367,"Sumia: Phila said pegasi can fly far afield, but they're highly vulnerable to arrows. Don't worry, girl. I'll watch out for archers for both our sakes!"
368,Chrom: Why do I feel like I'm being watched...?
369,"???: Um, sir? ...Sir! Right here, sir!"
370,Chrom: Who's there? Show yourself!
371,"Kellam: I'm standing in plain sight, sir. Right he—"
372,"Chrom: BWAAAH! Oh! I-is that you, Kellam? When did you arrive?"
373,"Kellam: ...The same time as you. I've been with you all along. Er, I AM still a Shepherd, right? It's quite the honor, after all. I'd hate to lose it. Sometimes I—"
374,"Chrom: Of course, Kellam. Forgive me. You're just so...quiet, I completely—"
375,"Kellam: Quite all right, sir, quite all right. I've been told I'm easy to miss."
376,Chrom: At least the Feroxi didn't find you.
377,Kellam: I've been calling to you and waving my arms for several minutes... I don't think they've so much as glanced this way.
378,Chrom: You almost sound disappointed.
379,"Kellam: Well, I just... I'm glad you finally saw me! Just try to keep an eye out from now on?"
380,Robin: Hmm…
381,"Chrom: What is it, Robin?"
382,Robin: I've been thinking about how you rode with Sumia earlier... Do our unit always have to fight one-on-one?
383,"Chrom: Are you suggesting we pair up? That's an interesting thought... I admit, I'd resemble a pincushion right now if it weren't for Sumia and her mount."
384,"Robin: Exactly. By pairing up, units could lend each other added offense and defense... It might also allow quicker soldiers to ferry slower units great distances... Yes... Yes! I'm sure of it. This opens up all sorts of strategic possibilities! We should try it whenever the opportunity presents itself."
385,Kellam: *Sigh* Do they STILL not see me? Perhaps Chrom will talk to me if I...wave my...hands around...
386,"Chrom: It already feels as though Robin has been a Shepherd forever. It's funny how fighting alongside someone speeds friendships along... And the more we fight side by side, the more valuable those friendships become!"
387,Frederick: A key! We can use it to open the fortress doors.
388,Raimi: Let our battle sound out the truth of your words!
389,Raimi: Then your claims were...true...
390,"Raimi:  A thousand apologies, Prince Chrom. I truly took you for brigand impostors. But no frauds could ever wage a battle as you just have! I will send word of your arrival to the capital and escort you there personally."
391,"Chrom:  That would be most appreciated, thank you."
392,Robin:  Amazing. Her whole demeanor changed.
393,"Frederick:  In Ferox, strength speaks louder than words. I should have known better than to overestimate the value of diplomacy here…"
394,"Lissa:  So can we get going, Chrom?"
395,"Chrom:  Yes, it's not getting any warmer."
396,"Raimi: Prince Chrom, please wait here while I summon the khan."
