,0
28,Elice: It was Gra. Our own ally betrayed us and struck Father's army from the rear. I am... I am not sure if he is safe. The scouts who returned gave conflicting reports...
29,Marth: Father...It can't be...
30,"Elice: As we speak, soldiers sent by Gra are trying to take the castle. Mother and I were separated during the escape. I do not know where she is."
31,Marth: .....
32,"Elice: Marth, I need you to listen to me. You must flee the castle. Go on without me."
33,Marth: What?
34,"Elice: We've not many soldiers left...This is hard to bear, I know, but the castle is lost. We must face that. I will look for Mother and join you as soon as I can. You find Jagen and get away from here- far away. Understand?"
35,Marth: ...All right. But promise you won't be long.
36,"Elice: ""Goodbye, Marth. May you live long..."
37,Frey: Sire!
38,Marth: ...Frey! Abel! You're alive!
39,"Abel: Yes, sire. Princess Elice bade us protect you. Sir Malledus stayed behind to accompany her."
40,"Frey: Sire, we must be quick. Sir Jagen awaits us at the gates."
41,"Abel: Blast! This will not do. How did Gra's soldiers ever make it this far?"""
42,"Marth: Jagen and the others will be caught like mice...We need to seize the gates and secure the area, immediately."
43,"Enemy Soldier: Now who's that who thinks they can sneak up on us? Ho ho... What's this? I spy the Altean prince. Oi, listen up, you lot! Bag the prince! Dead or alive, he'll fetch us as sweet a reward as the mind can conjure."
44,"Marth: Hmm, they have archers... We need to take care they don't pick us off from afar."
45,"Jagen: ""Sire, it gladdens me to see you in one piece. It's not safe for you here; we must be away at once!"
46,"Cain (from a distance): Prince Marth! Where are you? Answer me, sire!"
47,Marth (from a distance): Cain? ...That's Cain!
48,"Marth: Cain, you're supposed to be in Gra! Why have you returned without- Yow! Those wounds...!"
49,"Cain: Sire, it's really you...I feared the worst. That his message would go undeliv...Agh..."
50,"Marth: In that state, I don't know how you even stayed ahorse. Those gashes must be treated at once-"
51,"Jagen: No, sire. Not until we've escaped."
52,"Marth: ...Cain, I trust you can put off bleeding to death for just a while longer?"
53,"Cain: Of course, sir... I aim to please..."
54,"Malledus: Princess Elice! The enemy is nearly upon us! Gather your things, quickly!"
55,"Elice: No, Malledus. I am staying here."
56,Malledus: S-staying here?! What madness is this?
57,"Elice: Too many people have died to keep Altea and its castle safe. I cannot abandon what so many lives have brought. With Father and Mother unaccounted for, I am the natural choice to remain with Altea's people. And besides, by staying, I can buy time for the rest of you to escape."
58,"Malledus: Nonsense. Just gather your things, and-"
59,"Elice: Malledus. I am not suggesting. I am commanding. If something befalls Father, Marth will become the last person in the entire world worthy of wielding the Falchion. I want you to guide him, Malledus- even when the rest of us no longer can."
60,Malledus: Princess...I will try my best.
61,"Elice: There's not much time. Go, Malledus. ...Go!"
62,"Marth: ""Cain, how are your wounds? You should rest."""
63,"Cain: ""These scratches? It's my pride you're wounding sire. ...Anyway, we must talk. There's a reason I've returned. ...Sire, I am...I am to deliver to you His Majesty's last words."""
64,"Marth: ""Last words? You don't mean...Father..."""
65,"Cain: ""My condolences, sire. The king died valiantly on the fields of Gra. The traitors took from him the divine blade Falchion and gave no quarter to those of our soldiers who remained..."""
66,"Marth: ""I...I see...So they're all dead. Father, too..."""
67,"Cain: ""His last words were as follows: ""Tell my son that I leave the future of Altea and our continent in his hands. He must rise now where I have fallen. As Falchion's rightful heir, he has been born into greatness... Now...he must be great."""""
68,"Marth: ""...Father. I will try..."""
69,"Cain: ""...Sire, I...I cannot bear this! Failing to protect His Majesty...then leaving my brothers to die, slinking away like some coward...This indignity is too much to bear! One day I will repay them in kind. I will avenge the fallen...I swear it!"""
70,"Marth: ""Cain, you speak for us both. When that day comes, we will punish them together:"" Gra, Dolhr...all of them!"
71,"Jagen: ""Sire! We ought to pay a visit to these homes outside the castle."""
72,"Jagen: ""Your countrymen love you; perhaps they have knowledge that may serve us."""
73,"Old Man: ""Just ‘cause you see an enemy over yonder doesn't mean you should go runnin' up to him like a fool! Lure one out, then take ‘im down! Then go out and lure the next. That’s how we did it when I was a lad!"""
74,"Young Man: ""Sir Jagen is a paladin: the champion of Altea! I’ve never met him, but I hear he’s strong as an ox despite his age. Still, you can’t have a champion like him do everything; that’s not fair to all your would-be future champions! Let our other units fight and gain experience, or you may find yourself in a real fix down the line."""
75,"Old Woman: ""If you get hurt, rest a spell at a fort. A short stay there, and you’ll be feeling hale as ever."""
76,"Young Man: ""Javelins and Hand Axes are versatile weapons that let you attack both up close and from a short distance away."""
77,"Old Man: ""Weapons aren’t indestructible, you know! When a weapon’s durability reaches 0, that’s it:"" no more weapon. So be sure to keep an eye on those numbers."
78,"Jagen: ""Look sire. Not all of Gra's might harries the castle. They've left soldiers here outside."""
79,"Marth: ""Elice will have no plans to escape... Let's seize that fort across the water. Perhaps we can squash enemy reinforcement at the source."""
80,"Marth: ""Mages...That will complicate things. They don't need to get as close to do us harm. We'll need to approach carefully."""
81,"Marth: ""There. That ought to do for the enemy soldiers around here. Malledus! Why aren't you with my sister? Did you leave her someplace safe?"""
82,"Malledus: ""...Princess Elice will not be joining us. She has elected to stay at the castle."""
83,"Malledus: ""Hold, sire! Where are you going?"""
84,"Marth: ""Where do you think!"""
85,"Malledus: ""Stop! Sire, consider for a moment why the princess would go as far as to lie to you to ensure your escape. Your sister knows that you are the future of Altea- nay, the whole land!"""
86,"Marth: "".....!"""
87,"Cain: ""His last words were as follows: ""Tell my son that I leave the future of Altea and our continent in his hands. He must rise now where I have fallen. As Falchion's rightful heir, he has been born into greatness... Now...he must be great."""""
88,"Marth: ""I'm...our future..."""
89,"Malledus: ""Sire... You must live. Drink deeply now of these injustices; sup on these slights they serve. Remember them! One day you will lead us back here to avenge the fallen and reclaim Altea in their names!"""
90,"Marth: ""...Then it seems my life is no longer mine to hazard."""
91,"Malledus: ""In your veins flows the blood of a hero- the blood of Anri. You are a son of House Archanea, and sole heir to Falchion- our only hope of defeating"" Medeus, Emperor of Dolhr. Sire, were't in my power, I would have you choose you own path...but I'm afraid your path has chosen you."
92,"Marth: ""......"""
93,"Malledus: ""Prince Marth. ...Sire? Sire! Are you listening?!"""
94,"Marth: ""Huh? ...Oh. Malledus."""
95,"Malledus: ""Get ahold of yourself, Sire! I know how you grieve, but the Gra host that pursues us will not be interested. We must keep moving, and with all haste at that."""
96,"Marth: ""I...I'm sorry. These thoughts are hard to put aside."""
97,"Malledus: ""From here, we will cross out of Altea and begin our escape to Talys. I trust you are prepared?"""
98,"Marth: ""Talys... I've heard the name. An island kingdom to the east, isn't it?"""
99,"Malledus: ""That is correct. The king there was a good friend to your father- and perhaps more importantly, a true friend. It was Princess Elice's wish that you seek refuge in Talys should things ever go awry."""
100,"Marth: ""Me, but not her..."""
101,"Malledus: ""I've arranged for a boat to take us from the northeast shore. But to get there, we'll first need to cut through a prison to the north. I managed to come by a key to the premises. Let me hand it over."""
102,"Malledus: ""Now, on the road, you may notice people who seem to be fighting for Gra against their own wishes. Before you resort to your blade, you should try talking to them first."""
103,"Young Man: ""Boy, I don’t envy you! The enemy horde is closing in on you faster’n a bolt of Thoron. You and your friends had better hightail it on outta here!"""
104,"Old Man: ""Sometimes victory on a battlefield requires that someone you care about make a sacrifice. But parting with one comrade may be the only way to meet another. You need to accept your losses in life and move forward."""
105,"Captain: ""Enemies south of the prison?"""
106,"Solider: ""Yes, sir. Not many of 'em, but the scouts say they're a tough bunch all the same. And guess who's with 'em..."""
107,"Captain: ""...You're saying the prince is coming this way?"""
108,"Soldier: ""Yes, sir. How ought we proceed? The main force ‘as yet to arrive, and- to be honest, sir- we need 'em."""
109,"Captain: ""Bah! You're cowed too easily. We can win...if we set a trap."""
110,"Soldier: ""Er...a trap, sir?"""
111,"Captain: ""The prince of Altea will be ours. Just do as I tell you, and we'll pluck this royal plum long before the main force can show up to steal all the glory. Heh..."""
112,"Ruffian: ""You! Inside!"""
113,"Gordin: ""Grrrmph..."""
114,"Ruffian: ""Heh. I thought Altea was the great ‘ero Anri's kingdom! Didn't take more'n a couple of days to break you, now did it, Gaggles?"""
115,"Gordin: ""Mmph! Arrumph!"""
116,"Ruffian: ""What's the matter, Gaggles? Can't talk cause you're gagged, Gaggles? Ba ha ha! I'll letcha in on a little secret. Altea's little princeling is on ‘is way ‘ere right this moment."""
117,"Gordin: "".....!"""
118,"Ruffian: ""Ooh, but sad for you, you look awful dangerous in the uniform... MISTER GRA SOLDIER! Ha! Soon as the prince sees you, ‘e'll say, ""Yow! It's an enemy ambush!""-And that'll be the end of you."""
119,"Gordin: ""Gugrrrmph!"""
120,"Ruffian: ""Once the prince sticks you like a pig, we get to call him Marth the Tyrant, coz ‘e kills ‘is own countrymen."""
121,"Ruffian: ""Won't that be an ‘oot!"""
122,"Gordin: ""Rrrmph."""
123,"Ruffian: ""So long, Gaggles! Better start praying to your ‘igher deity of choice!"" (Gordin killed as an enemy) *Gordin: ""May I suffer for my sins..."""
124,"Marth: ""Yow! It's an enemy ambush!"""
125,"Gordin: ""Rrrgmph mrph!"""
126,"Marth: ""Huh? You've been gagged? Here, I'll get that... Wait, I know you! You're one of our archers, er..."""
127,"Gordin: ""Gordin, sire! My name is Gordin. The enemy captured me and left me in this mortifying state."""
128,"Marth: ""I see. Well, I'm glad you're unharmed. But I'm afraid we cannot stay here a moment longer. Stay behind me and-"""
129,"Gordin: ""I can fight, sire! If you have a bow I could use, I would be honored to fight at your side."""
130,"Jiol: ""Listen, men. Your target is the prince. Find the prince of Altea and bring me his head served on a shield!"""
131,"Marth: ""Look there!"""
132,"Malledus: ""No...Anri save us...Of all the places to be beset! Sire, that is Gra's main force- and they are accompanied by the knights of Grust's Sable Order. Our chances of routing them are slim, I'm afraid, and those of slipping away undetected afterward, all but nil..."""
133,"Marth: ""Then we've no hope?"""
134,"Malledus: ""I...I can think of one strategy. We could leave a decoy behind for when the enemy catches up."""
135,"Marth: ""A decoy?"""
136,"Malledus: ""It's you they're after, sire. Were one of your men to stay behind disguised as you...Well, the enemy ought to take the bait. That would give you, and the others time to escape."""
137,"Malledus: ""One of your men must make for that fortress on the south highroad. He will act as a decoy by dressing as you and luring the enemy force away."""
138,"Marth: ""But Malledus, how will he find his way back to us?"""
139,"Malledus: ""Sire...He may not. You must part with one of your comrades. There is no other way."""
140,"Marth: ""...Well, I will find a way! You cannot expect me to agree to...to abandon one of our own to a death at the hands of the enemy. Surely there must be another way..."""
141,"Malledus: ""Forgive me, sire...But this is our only chance. You know as well as I do that you must not die here today."""
142,"Malledus: ""No, sire! Get back here! One of your other men must take that position!"""
143,"Insert Name Here: ""I won’t fail you."""
144,"Enemy Soldier 1: ""Look! It's...it's Prince Marth!"""
145,"Enemy Soldier 2: ""Oh yeah? Who's that, then? That bloke over there is dressed in the same clothes. Could be either of 'em."""
146,"Jiol: ""Simpletons! Use your heads! One of them ran; the other didn't. What does that tell you? Easy! The one who stayed behind is trying to buy time for the one who fled."""
147,"Enemy Solider: ""So, er...the one who took off is-"""
148,"Jiol: ""The real prince, you idiot, yes! Hie, troops, after him! Put that craven whip to the sword!"""
149,"Marth: (Insert name of gone character)? Wait! (Insert name of gone character)! Quickly, Malledus, we must head south and rescue him!"
150,"Malledus: ""No, sire. We have to press on."""
151,"Marth: ""Press on? (Insert name) might be dying back there!"""
152,"Malledus: ""If he were, then why would you be so selfish as to let him die in vain? Honor him, by allowing his life and his choice to mean something!"""
153,"Marth: ""...(insert name)."""
154,"Marth: ""......"""
155,"Marth: ""...All right."""
156,"Marth: ""I will honor him. ...I will go."""
157,"Captain: ""The prince fled south? Bah! Seems the plum's fallen too far from our tree... No matter. Open the north door! We can still crush the Altean rabble he left behind..."""
158,"Marth: ""Blast! That archer was on our side!"""
159,"Captain: ""They killed the captive? Heh heh... What fools! Hie, let's give them the punishment fools deserve! Open the north door! Lure them out and strike them down!"""
160,"Captain: ""All but the prince have been slain? Good. Open the north door! The little whelp is ours now!"""
161,"Malledus: ""Sire, there is a village over yonder. Its residents may be willing to help. Why don't you try paying them a visit?"""
162,"Woman: My word! Aren’t you–No, you cannot stay here! Run! Before their soldiers come back! Here, this is the bow my granddaughter always used. Take it, sire! Please, promise you’ll stay safe..."
163,"Draug: Prince Marth! Make haste, sire!"
164,"Marth: Draug, is that you? What are you doing here?"
165,"Norne: Draug, sir! The enemy has crossed the border from the west! They’ll be upon us soon!"
166,"Draug: Right, we’re on our way. Sire, this is Norne. She heard wind of our struggles and wishes to fight for Altea."
167,"Norne: Prince Marth, ’tis an honor. By your leave, though, I’ll be savin' the curtsy-bobbin' for later. Quickly, sire!"
168,"Draug: Prince Marth! Make haste, sire!"
169,"Marth: Draug, is that you? What are you doing here?"
170,"Draug: I received word from Sir Malledus to ready a vessel, that we might slip away discreetly by sea."
171,Jiol: This is...the wrong prince? No! You dare make a fool of me? Kill him! Make this faux prince SUFFER!
172,"Jagen: Heh, these old bones are still good for something. Farewell, my prince. Live, and grow strong..."
173,"Cain: Glory to Altea, land of my birth! Farewell, sire! Fortune protect you..."
174,Abel: Good... Altea's hope is restored. Farewell sire. Fortune protect you...
175,"Frey: Count this knight honored to die in the service of his prince. Live, sire, and grow strong..."
176,"Gordin: I was dead anyway till you came, sir... If I'm to die again, at least let me die for you. Fortune protect you sire..."
177,"Jagen/Draug: Look, sire. See how Altea shrinks on the horizon..."
178,Marth: ..aven...
179,"Jagen/Draug: "" beg your pardon?"
180,"Marth: I am a craven. Powerless to save my sister, to staunch my kingdom's wounds; to ease my people's fears..."
181,"Jagen/Draug: This...was your only recourse, sire. But surely, one day, you will be able to set things right..."
182,"Marth: ""Surely""? Why do words of such conviction smack so much of uncertainty when spoken? Not surely, Jagen/Draug. Assuredly. Gra will pay for their acts. Today, though, allow me to wallow in this pain, to feel every awful twist of it. I never want to forget."
183,Jagen/Draug: Sire...
184,"Marth: I will return, Altea! Your prince will return to you one day!"
185,"Marth, prince of Altea was lucky. Though Dolhr took from him his kingdom and all but a handful of knights, they could not take his life. Marth lived and made it to the eastern isle of Talys. Talys was a small border kingdom, with no grand order of knights to boast of, but its king selflessly gave Marth use of the isle's eastern fortress. And as he saw the boy shake with anger and grief, he also gave wise counsel: ""Prince Marth,"" he said, ""I do not doubt you love your sister something great. But you must be patient... Time is on your side. If you stay here, and grow stronger, a time will come when you can help her."" So Marth stayed in Talys, protected by its kind people, and the years went by...
"
186,Jagen: Prince Marth! Princess Caeda has alighted from Talys Castle.
187,"Marth: Caeda, what's wrong? Did something happen?"
188,"Caeda: Prince Marth! What a relief. Talys Castle is under attack from pirates of Galder! After a fierce fight, they have taken the castle. I beg you, please save my father!"
189,"Marth: Don't worry, Caeda. The brave knights of Altea stand ready. Pirates are no match for us! Let's head back to the castle and rescue the king!"
190,"Old man: Villagers have their gates open so that the prince can visit. Don't make them wait! Once a thief attacks a village, that's it. There's no saving it."
191,Young man: You can't use strong weapons if you don't have a high enough weapon level. That's just common sense. And don't forget that your fliers need to be careful around foes with bows!
192,Woman: There is a village south of the castle. A priest named Wrys awaits the prince there.
193,Man: Galder? It's a port town south of the isle of Talys. A man by the name of Gomer has taken control of the city. It's lousy with pirate scum!
194,"Woman: If you are injured, stop at a fortress. You'll feel better after a short rest behind strong walls."
195,"Villager: It is good that you have come, Prince Marth. I have here 10,000G that the villagers gathered. Take it. Please, use it to equip yourselves. Save this land from these rampaging pirates of Galder!"
196,"Wrys: I am Wrys, a humble curate. I cannot fight, but this staff I carry can heal the wounded. Please allow me to join you."
197,"King of Talys: Prince Marth! You have done well to make it here safely. You have my thanks. So, you plan to travel to Aurelis? In that case, though they are few in number, my soldiers will join you. From Captain Ogma down, they are all brave warriors and should serve you well. That is not all. Heed me now. As you travel through these lands, you may find many who cannot tolerate the tyranny of Dolhr. Some are hiding in villages. Others have been taken prisoner. And some must work with the enemy... You must seek these people out and work together! Heed the call! The time has come! Set foot on your path, but be vigilant! You face many dangers."
198,Jagen: Sire! You've a visitor from the castle. It's Princess Caeda!
199,Draug: Sire! You have a visitor from the castle. It's Princess Caeda!
200,"Marth: Caeda, what is it? You look white as a sheet!"
201,"Caeda: Marth, come quickly! It’s the castle... Galdr's pirates attacked from out of nowhere... They stormed the gates and cut down everyone in their path! I fear for my father's life..."
202,"Marth: Steady, Caeda. You did well to come find us. Altea's bravest knights aren't about to hand Talys to that flock of seafowl. Come, we'll make for the castle now!"
203,"Old man: Villages will keep their gates open for Prince Marth, but he must be quick – if a thief reaches a village before the prince does, there may not be any more village left to visit."
204,Young man: I hear you need a high weapon level to wield the strongest weapons. Another thing: Keep your fliers away from those enemy archers!
205,"Young man: A knight belongs on the front lines, if you ask me. That thick armor can take a lot of abuse, so they should be up front protecting the other units."
206,"Teenage boy: Galder? That's the harbor town west of Talys out beyond the water. These days, a pirate by the name of Gomer calls the shots there. The whole town's at the mercy of his crew."
207,Old woman: A man of the staff by the name of Wrys lives in the village south of the castle. He was hopin' to meet your prince.
208,"Old man: Prince Marth! 'Tis good you stopped by. The villagers have collected 10,000 gold pieces. If it please you, use the money to arm your warriors, and rid our land of those pirates."
209,"Wrys: I am Wrys, a humble curate. I cannot fight, but this staff I carry can heal your wounded. Take me with you, and you'll be very glad you did."
210,"Talys King: Ah, Prince Marth! You have saved us in our hour of need. Please accept my thanks. Lad, I believe you are ready. If you wish to seek out allies in Aurelis, I will give you what soldiers I can to see you arrive there safely. Captain Ogma is a fine swordsman, brave and true. I know he and his fighters will serve you well. Another thing...During your travels, you are certain to meet many who despise Dolhr. Some may be hiding in villages; other may have been captured or forced to fight against their will or better judgment. It falls upon you to find these individuals and win them over your cause. Understood, lad? Then go! The time has come! Be patient, steady, strong: I know you will do great things."
211,"One thing could always be said about Galder Harbor, the mainland port nearest Talys: it never had much in the way of riches, but neither did it have much trouble. All that changed when a pirate crew fell upon the town and made it their hideout. Here, in Galder, history records Marth’s first steps toward freeing his homeland.
"
212,"Ogma: Prince Marth, I'm Ogma, a mercenary of Talys. The king ordered me to join your forces. I brought along my three most trusted men. Welcome to Galder, the port town that's been overrun by pirates. Pirates aren't all you will have to worry about. We've spotted soldiers from Grust too. Keep your wits about you."
213,Woman: There's a pirate who goes by the name of Darros. He's looking to meet the prince! Word is he wants to turn over a new leaf and fight for the people. You should seek him out and listen to what he has to say.
214,Woman: A curate can earn EXP simply by withstanding the attacks of a foe.
215,Man: Hammers are effective against knights. It would be wise to purchase one!
216,"Villager: Prince of Altea, I beg of you... Save the cleric Lena. We tried to stop her, but... she left the safety of the village to bring aid to the poor and sick. She set out toward the Ghoul's Teeth some time ago and has yet to return. I can't tell you how much Lena's help meant to us. She's like an angel. It isn't much, but...we can offer you 5,000G to aid in your efforts to rescue her. Please, do what you can to save her!"
217,"Darros: Prince Marth, I am Darros, a simple man of the sea. I want to leave the life of a sea dog behind. If you need my help, I'll give it gladly! Please, let me fight alongside you."
218,"Castor: Please forgive me, Princess Caeda! I have no choice. I must get my hands on some money..."
219,Caeda: You are Castor of Talys! Why are you fighting us?
220,"Castor: Princess Caeda... I am sorry. My mother is ill. To afford her medicine, I would do anything. Even this!"
221,"Caeda: I see... The pirates pay you. Well, it it may not be much, but I offer you what I can. Take it, and buy medicine for your mother."
222,"Castor: You would aid a traitor like me? You are so kind... Oh, Princess Caeda! Forgive me! From now on, I will dedicate my life to you."
223,"Villager: Thank you for taking care of those ruffians, Prince Marth. Thanks to you, peace has returned to Galder. In order to reach Aurelis, you must cross the Ghoul's Teeth. It is a dangerous road. You will find fearsome bandits called the Soothsires there. They prey on travelers and raid nearby villages. I have heard of a skilled swordsman called Navarre in their employ. Whatever you do, do not let your guard down. I will pray for your safety."
224,"Ogma: Prince Marth, I am Ogma, a mercenary of Talys. The king has bid me and my three men join your army. Cavalry has arrived from the west, flying Grust’s standard. They mean to take your life, sire. Be careful."
225,Young Man: A pirate callin’ himself Darros wants to talk to your prince. Says he’s washed his hands of pillagin’ and plunderin’ and wants to fight for the good of all. Hah! Right… And I’m a farmer who’s been sworn off rain…
226,Young Man: Curates gain experience whenever they use their staves.
227,"Middle-Aged Man: Hammers smash right through heavy armor. You should pick one up, when you get the chance."
228,"Old Man: Oh! Mighty prince of Altea! Please, will you save Sister Lena? She’s gone up into the Ghoul’s Teeth to tend to the sick there. We warned her, I swear we did… Lena is our angel. If something befell her, I- No, I won’t think of it. Take this gold: we’ve 5000 pieces. Just promise you’ll use it to bring her home to us unharmed."
229,"Darros: Ahoy, Prince Marth, I be Darros, a simple man o’ the sea. I’ve had me fill o’ the piratin’ life, and now I be lookin’ t’start anew. What say ye? Make me yer matey, and I swear t’pull me load."
230,"Caeda: Castor?! It is you, isn’t it? Must even good men like you betray Talys now?"
231,"Castor: Princess Caeda? Oh…I’m sorry, but me mother’s sick, and the medicine don’t buy itself, see…"
232,"Caeda: So you agreed to fight for the pirates in exchange for coin…All right then. If it’s gold you need, take mine. Here, this is all I have. Take it, and go to your mother’s side."
233,"Castor: But Princess…I betrayed you! …Ach, I’ve been a fool! Forgive me, Princess. Let me fight for you now. Me life is yours."
234,Caeda: Ogma!
235,Ogma: Princess...
236,Caeda: I never got to thank you for coming along with us. There's no swordsman I trust more. I've seen your strength.
237,"Ogma: You don't need to thank me, Princess. I'm just doing my job. Speaking of which, your father would flay me if you came to any harm. Do me a favor, and leave the dangerous fighting to me and my men."
238,"Caeda: I don't need protecting, Ogma. ...I've got another job for you. Protect Marth for me."
239,"Ogma: But, Princess..."
240,"Caeda: He's very important to me. And the world... But mostly to me. So do as I ask, Ogma. Keep him safe. That's my first and last request."
241,Ogma: Very well. How could I say no to you?
242,"Caeda: Thank you, Ogma. I knew you'd understand. All right, I have to go. But I hope we get to talk like this more. You're a good listener."
243,Ogma: ...Princess
244,Caeda:  Yes?
245,"Ogma: You keep yourself safe, too. Marth would grieve if anything befell you."
246,"Caeda: Fair enough. Thank you, Ogma. You're very kind."
247,"Castor: Prince Marth, I am Castor of Talys. I wish to add my bow to your strength."
248,Marth: Of course. Caeda told me about you.
249,"Castor: You know, she’s always been very kind to me, sire, even before I left Talys. And look how I’ve repaid her…"
250,"Marth: Castor, you can still show her your heart is true. Let the battles to come be what defines you!"
251,"Villager: You have our gratitude, sire, for finally chasin’ those pirates away. Now, as I hear it, you plan to march on to Aurelis…That’ll take you right up through the Ghoul’s Teeth. With all due respect, sire, you’re taking a great risk crossin’ those mountains that’s Soothsire territory. The Soothsires are fearsome bandits, always raidin’ the villages and harryin’ what travelers dare pass by. And the swordsman with ’em- goes by the name o’ Navarre- he’s a terror with a blade, so they say. If you go up there, keep your wits about you- or you won’t come back down."
252,"When journeying in from the borderlands, one particular peril would spring to mind: the Samsooth Mountains, whose gashing peaks rose up and divided the peninsula. Since before anyone could remember, the mountains had belonged to bandits, blights on the land whose acts of plunder, kidnapping, and arson knew no bounds. Out of fear, their victims gave these peaks another name: the Ghoul’s Teeth; while the bandits who ruled atop the Teeth’s craggy crowns took a name as well: the Samsooth Sires, or Soothsires…
"
253,"Julian: Hey, Lena! Things are looking bad. We had better beat it! Sounds like the knights of Altea have arrived. This is our cue to get out of here! We're almost there, so come on!"
254,"Lena: I am sorry, but...I have lost my precious Mend staff. Until I find it, I cannot leave. Don't worry about me, Julian! You should flee while you can. I can use my Warp staff to send you somewhere safe."
255,"Julian: I can't let you do that. If I leave you here, then why did I betray the bandits and rescue you? We can worry about your staff later! I promise I'll come back for it. Let's get while the getting's good. Focus on that!"
256,Young Man: There are mercenaries about. Be careful. They're so skilled that they can fell you in one blow!
257,"Man: Hunters are stronger attackers than archers, but they're weaker in defense. They should avoid close-range combat at all costs!"
258,"Man: Improve your Skill and you'll have a better chance at landing critical hits. Increase your Spd, meanwhile, and you'll find it easier to dodge enemy attacks."
259,"Old Man: You youngsters sure do have stamina. Since you made it all the way up here, what say I give you this axe? Not bad, eh? Not so fast! This Devil Axe consumes the lives of those who wield it. If I were you, I wouldn't use it in battle! Mark my words!"
260,Caeda: Navarre! Why has a swordsman on your worth fallen in with thieves?
261,Navarre: What was that? ...I have no business with women or children. Leave now!
262,"Caeda: Please, help us put a stop to this pointless fighting. Lend us your strength! If you will not, then I will tell you... Do your worst. I am ready."
263,"Navarre: ... I have vowed never to turn a blade on a woman. If you would risk your life to convince me, I suppose I have no choice. I will join you."
264,"Malledus: Prince, look! The bandits left 15,000G in the castle's vaults. We can use this money to supply ourselves with equipment. Tomorrow, we will arrive in Aurelis! For tonight, rest well."
265,"Julian: Hey, c’mon, Lena, shake a leg! We need to get out of the Teeth, and we need to do it yesterday! Rumor has it the knights of Altea are at the foot of the mountain. We won’t get a better chance. It’s just a little bit farther. Stick with me."
266,"Lena: Julian, I’m sorry…but I left my Mend staff back there. It’s very precious to me…You go on ahead…Save yourself! Here, I could use this Warp staff to send you someplace safe--"
267,"Julian: Uh-uh, honey. No can do. I didn’t betray my boys back there so you could zap me on out of here alone. Forget the staff; I’ll come back later and get it for you myself. All right? Right now though, I need you to RUN. Tick-tack, now move that frock!"
268,Navarre: …..
269,"Young Man: Take care around mercenaries. They’re quite skillful; if you’re unlucky, they may drop you at stroke."
270,Teenage Boy: Units with high skill deal more frequent critical hits. Units with high speed have an easier time avoiding enemy attack.
271,"Old Woman: Hunters are stronger than archers, but they also have weaker defenses. Keep them out of close-range combat."
