,0
39,"Lady: You? But you're just children! Oh, how Daein has fallen... Children, forced to fight and steal for the good of the poor. But we can't fight the rogues, so we'll take you up on your offer. Please be careful. They'll slice clean through you if they can."
40,"Pugo: Listen up, you louts! This town is nothin' but idiot kids and drooling graybeards. Steal everything you can!"
41,"Micaiah: Yune, it's dangerous here. Go find someplace safe for now."
42,"Micaiah: All right, Edward. The usual plan of attack?"
43,"Edward: Yup! You strike the brutes from afar with your magic. But be sure not to get too close to them. Then, I'll move in when they're weak. That's the safest strategy."
44,Micaiah: I'm ready. You and I should be more than a match for them. Let's go!
45,"Bandit: Heh heh heh! A pretty girl like you'll fetch a pretty penny for me! Now, be a good girl and come to papa."
46,"Micaiah: (O light, gather. Open my path...)"
47,"Bandit: What did you say? That better not have been an insult, you... Huh!?"
48,"Micaiah: No matter the manner of man, the goddess judges with an even hand."
49,Leonardo: Micaiah!
50,Micaiah: Leonardo! How did you find us?
51,"Leonardo: A little bird told me. Yours, in fact."
52,"Leonardo: What were you two thinking, taking on these bandits alone? That's beyond reckless."
53,"Micaiah: I'm sorry, Leonardo. We couldn't just leave the helpless villagers to these monsters. Please, help us fight them."
54,"Pugo: Who do you brats think you are, the Dawn Brigade?"
55,Pugo: You give proper thieves a bad name. Hah! You like charity? Come closer! I'll show you some charity!
56,Micaiah: These people work hard to feed their families mere scraps. Then you come along and steal what little they've earned.
57,"Pugo: Shut up, kid! I work hard, too! You want honest? Once I've sold you, I'll have earned an honest penny!"
58,Pugo: Aghhh! What just happened?!
59,"Edward: Fantastic! We won! It's just like you said, Micaiah. They were no match for us!"
60,"Micaiah: Yune, come here."
61,???: You did it!
62,Lady: Thank you so much! We owe you our lives.
63,Begnion Soldier: You there! What are you doing? Stop immediately!
64,"Edward: Well, well, well. Look who decided to show up... Begnion soldiers. They certainly took their time, didn't they?"
65,Leonardo: We mustn't be caught. Micaiah! Edward! Make a break for it. Run!
66,Micaiah: I'm sorry. We have to leave.
67,"Lady: I know. Thank you again for all you've done. Now, go! Run!"
68,"Boy: Hey, lady! My name's Nico! When I grow up, I want to be just like you guys! Come back sometime!"
69,Begnion Soldier 1: Hold it! Stop right there!
70,"???: Who are you bellowing at, soldier?"
71,Begnion Soldier 1: General Jarod!? Wh-when did you arrive?
72,"Jarod: Answer my question, maggot. I want to know who you were yelling at and why you did nothing but yell at them."
73,"Begnion Soldier 1: S-sorry, sir. We suspect they were from the Dawn Brigade, a band of thieves that targets goods levied from the town. People say they give what they've stolen back to the villagers and strut around acting like heroes. They're said to have a witch among them, a girl called the Silver-Haired Maiden. They say she can heal wounds instantly by laying her hands on any injury. Townspeople treat her like a savior."
74,Jarod: And? What have you been doing about this band of fools?
75,"Begnion Soldier 1: Sir. A few days ago we stormed their hideout. We found a girl much like the Silver-Haired Maiden... We ran the dogs from their den, but they were cunning and cautious, and ...we lost them."
76,Jarod: I see. I'm beginning to understand.
77,"Begnion Soldier 1: How do you mean, sir?"
78,Jarod: I'm beginning to understand exactly how incompetent you all are!
79,Begnion Soldier 1: Urk!
80,Jarod: You! You there! Make the villagers talk. I want to know who these bandits are and where they're hiding.
81,"Begnion Soldier 2: Y-yes, sir! Understood, sir!"
82,"Alder: I don't care who they are. The more kick they have in them, the more fun for us, don't you think, sir?"
83,Jarod: Precisely. Overseeing this dusty old town is wearing thin. A little fresh game is just what I need.
84,"Script Transcription done by FEPlanet
"
85,"Tellius - the year 648 - Early summer
"
86,"The northeastern nation of Daein lost a bloody war with neighboring Crimea three years ago. Crimea, however, abdicated its right to rule Daein and passed sovereignty of its former enemy to the powerful Begnion Empire. Daein's future is now subject to the whims of the empire.
"
87,"Begnion's occupation forces have gathered all Daein men of fighting age and put them to work in labor camps. Their work is brutal and void of purpose, designed to break both body and spirit. The remaining population faces poverty and starvation as the fields lie fallow.
"
88,"A band of young heroes has escaped the Begnion army to form a group called the Dawn Brigade. Fighting for a free Daein, they alone have stood against Begnion's forces. They alone have shouldered the hopes of their nation. Among the company is a young girl named Micaiah, who is said to possess mystical powers. The people of Daein have come to know her as the ""Silver-Haired Maiden."" They have come to think of her as the savior for whom they have been waiting.
"
89,"Begnion's forces have tried time and again to capture and silence the Dawn Brigade. However, Micaiah's ability to sense impending danger has thus far allowed the Dawn Brigade to evade the empire's grasp.
"
90,Micaiah: How should we explain yesterday to Sothe and Nolan?
91,"Leonardo: It's like you said. We didn't have a choice. We had to save Nico and the townsfolk. But I admit, getting spotted by those Begnion soldiers was unfortunate. Still, I'd do it all over again. The worst part is they know we're near. They could find this hideout as easily as they found our last one."
92,"Edward: I just don't get it. This is our country... Why do we have to live in hiding, like prisoners in our own land?"
93,"Leonardo: Come on, you know why. We lost the war... and Crimea won. It's not ""our"" country anymore. End of story."
94,"Edward: Except that Crimea walked away after winning, leaving those heartless Begnion dogs to rule our country for the last three years! The occupying soldiers march around like they own the place, doing whatever they want, and no one dares to stop them!"
95,"???: To be fair, Crimea didn't have the resources to rule another country."
96,"Micaiah: Sothe! And Nolan, too! Welcome back. I'm glad you made it in one piece."
97,"Leonardo: At last, the Dawn Brigade is all present. But you are unusually late. Were you delayed?"
98,Sothe: I think our fame's catching up with us. Begnion patrols are everywhere. It took us a while to avoid them.
99,Nolan: I've never seen so much Begnion activity in this area before. Is there...something we should know?
100,"Leonardo: Um, well, actually, the truth is..."
101,"Nolan: Ah, that's what did it. You had a run-in with bandits?"
102,Micaiah: And Begnion soldiers spotted us as we made our escape. I'm sorry. We only wanted to help. We were careless.
103,"Sothe: We'll worry about that later. More importantly, Micaiah, were you seen healing anyone with Sacrifice?"
104,Micaiah: I'm afraid so.
105,"Sothe: You can't allow anyone to know what you can do. Healing without any tomes or staves is a rare gift--almost unheard of. If anyone saw you doing it, you'd be given away immediately, and I don't know if I could keep you safe."
106,"Micaiah: I know, Sothe."
107,"Sothe: I know you know, but you keep doing it! This place isn't safe anymore. We should leave at once."
108,"Nolan: Correct. Ah, but it would have been nice to eat just one meal in peace..."
109,Edward: This way's no good either. Begnion soldiers have every alleyway blocked. A kitten couldn't sneak past them.
110,"Nolan: It looks like this really is the least guarded path, then. Even so, it's swarming with soldiers."
111,Micaiah: There are more coming up behind us! We'll be trapped if we don't move quickly!
112,"Nolan: We can't wait for Sothe. The stairs by the church lead to the marketplace. We can break through there. I'll go first and secure the way. Micaiah and Leonardo, cover my back! Remember to keep your distance from the enemy. Team up and bring them down one by one!"
113,Micaiah: We'll be careful.
114,Leonardo: Leave it to us.
115,"Nolan: Edward, you bring up the rear. Your skills have improved, but you're still new to fighting. Don't rush the enemy. Just focus on surviving their attacks. Got it?"
116,"Edward: Yeah, yeah, I got it."
117,"Grandmother: You there! You must be... Ah, you needn't say a word. I see the goodwill in your eyes. Take this and go, quickly. You've done so much for Daein's poor. It's time we did something in return."
118,Man: Those beasts! They do whatever they want in our country. They're even sending our clergy to their awful camps! But I'm helpless. I don't have your strength or courage. This axe... You should have it.
119,Fighter: Captain Isaiya! Just as you said. A group that appears to be the Dawn Brigade is storming the alley!
120,Isaiya: How generous of them. I'll wipe them out and advertise my exploits to our commanders back home.
121,Isaiya: What fast little mice you are! How long do you plan on scurrying around in back alleys?
122,Micaiah: Step aside!
123,"Isaiya: The girl we've been looking for! The lucky little escapee. Too bad for you, sweetie. Your luck ends today!"
124,Isaiya: What?! This can't be! I'm in my prime... Not...so easily...
125,Sothe: Everybody...this way!
126,Begnion Soldier 2: They're running to the center of town! After them!
127,"Nolan: Good work! I see the market. If we can blend into the crowd, they'll lose us, and we'll be free and clear."
128,"Nico: Hey, lady!"
129,Micaiah: Nico!
130,"Lady: They're after you again, aren't they?"
131,Nico: Are you and your friends all right?
132,Begnion Soldier 2: Moldy onions! Where'd they go?!
133,"Grandfather: Leave the soldiers to us. Go on, now. Get yourselves to safety."
134,Lady: Quickly--don't dawdle. You must escape. You're our only hope.
135,Micaiah: Thank you so much!
136,Begnion Soldier 2: Wait! There they go! Catch them!
137,Begnion Soldier 2: What are you stopping for?
138,"Begnion Soldier 1: W-well, they..."
139,Lady: You won't get past us! We stand by the Dawn Brigade.
140,Nico: That's right! Goddess protect the Dawn Brigade!
141,Micaiah: Wait! Something terrible is about to happen!
142,Sothe: What is it?
143,Micaiah: ...No! We have to go back.
144,Begnion Soldier 2: What?! You're letting this rabble stop you? Ready your bows! Nobody defies the will of Begnion.
145,Grandmother: No! How could you shoot a child? You vicious savages!
146,"Lady: Someone! Someone, help him, quickly! Please...this child is dying!"
147,Begnion Soldier 2: Pay heed! This is what happens when you meddle in Begnion affairs of state. Remember it well!
148,Man: I didn't realize that the Begnion Empire's affairs of state included murdering children in the street!
149,"Begnion Soldier 2: Don't point your fingers at us. We're just doing our job. If you're upset, blame it on the Dawn Brigade! They made this happen!"
150,Begnion Soldier 2: It's the girl we're looking for! Call for reinforcements! Surround and arrest every last one of them...
151,"Begnion Soldier 2: What's happening?! What does she think she's doing?! Hey, you, step away from that child!"
152,Grandfather: It... it's a miracle. We've seen a miracle today!
153,Man: That was Sacrifice...
154,Lady: That girl! She must be the Silver- Haired Maiden. Only she possesses Sacrifice!
155,Begnion Soldier 2: Stop right there! After them! We can't let them get away!
156,Man: We still stand by the Dawn Brigade.
157,"Begnion Soldier 2: What is wrong with you people?! Did you hear me?! Clear a path, or you'll end up like that kid!"
158,Jarod: You sniveling idiots! Why are you just standing there?! Give chase. Now!
159,"Begnion Soldier 2: Yes, sir! We would like to, sir, but... the townspeople are blocking our way."
160,Jarod: Oh... I see. The townspeople are blocking your way. You dullards!
161,"Jarod: Clean out those dirty ears and listen to me! You are soldiers, and I am your commander! You will follow my orders promptly and without hesitation. Understand, you useless vermin? Now, move!"
162,"Jarod: Unbelievable! If it's not one thing, it's another. Why am I always stuck leading the buffoons?"
163,Micaiah: ...Mmm...
164,Sothe: Are you awake now? Thank goodness. Do you see? This is why I told you not to use Sacrifice...
165,"Edward: We sure showed them in Nevassa, huh? I guess we can't go back there...not for a while anyway."
166,Micaiah: I'm so fond of Nevassa. It's where we all met. It feels like my only real home. We will return...someday.
167,"Sothe: We will, Micaiah. I know you, and you have a way of getting what you want."
168,"Micaiah: Because you're always there to help me get it, Sothe."
169,"Script Transcription done by FEPlanet
"
170,"Nolan: Just a quick half-mark, and we'll be in Kisca. I'd like to stock up there, but..."
171,"Sothe: Begnion will be on the lookout for us. Let's steer clear of towns for now, unless we want more trouble."
172,Edward: Don't tell me... This means another night sleeping on the cold ground with nothing but bugs to keep us warm!
173,"Micaiah: Oh, Edward, it's not that bad! The forest is so beautiful and serene. I'd almost rather be out here. Right, Yune?"
174,"Laura: Um...excuse me. Are you people heading to town by any chance? Our abbot is ill. He needs medicine, but Begnion soldiers are hoarding our provisions in the manor house."
175,"Micaiah: The Dawn Brigade, at your service! I'm sure we can help you and your abbot."
176,"Micaiah: Sothe, do you know the layout of the manor?"
177,"Sothe: I was here years ago. As I remember, there's a large armory tucked deep inside the building. And if I understand correctly, Begnion soldiers guard valuables they've stolen--from rare objects to necessary supplies--in that armory."
178,"Micaiah: Then the medicine will be there, too."
179,Laura: Are you sure you don't mind?
180,Sothe: Of course not! Danger is part of our work. Leave everything to us!
181,Micaiah: Your abbot will have his medicine.
182,"Laura: Oh, thank you so much! Good luck!"
183,"Zaitan: Intruders, you say?! What with a full battalion stationed here? The gall! And the intrigue! Now, listen up, my men, catch 'em midstream and filet 'em like fish!"
184,"Sothe: That takes care of the locks. Now, I just have to figure out how to get everybody safely up here."
185,"Begnion Soldier 1: Hey, you! How did you get in here?!"
186,Sothe: We are the Dawn Brigade. We go where we please. We're here to reclaim what you've stolen from the people of Daein.
187,Begnion Soldier 1: Sir! There are burglars on the loose! Several young men and women have broken into the manor house!
188,Jarod: Did you say women? What... What color is their hair?
189,"Begnion Soldier 1: There are two girls. One has bizarre silver-colored hair, and the other--"
190,"Jarod: The Silver-Haired Maiden! Hm, very well. I want all soldiers on hand. Capture the girl...alive. Do what you will with the others, but bring me that girl! Understand!?"
191,"Begnion Soldier 1: Sir, yes, sir!"
192,"Zaitan: Don't move a finger, thief, or I'll skewer you with my lance and serve you for lunch!"
193,"Zaitan: The Silver-Haired Maiden! I've got you! Lucky for you, Jarod wants you alive--but there's no escaping now!"
194,Micaiah: I'm afraid I have to disappoint you.
195,"Zaitan: Oh, how pompous! Try to ""disappoint"" me, and I'll break both your arms!"
196,Zaitan: And what have we here? A decent lady like you mixed up in such scurrilous company?!
197,Laura: You're a fine one to talk! You Begnion mock the will of the goddess! Repent your sins!
198,"Zaitan: How dare you preach at me, you ignorant little girl! Soon, you'll be naught but rust on my lance!"
199,"Zaitan: With this many, we...can't...hold them back... Call...for...rein...force...ments..."
200,Laura: At last... Glory be! The abbot will have his medicine. Wait for me here. I'll return soon.
201,"Sothe: Well done, everybody! Are we all present and accounted for?"
202,Micaiah: Wait! Laura's missing! She was just with me.
203,"Sothe: Let's split up and search for her. Micaiah, you come with me."
204,"Micaiah: ...Hm, the forest is huge. We can cover more ground if we search individually."
205,Sothe: But...
206,Micaiah: Let's rendezvous at Kunu Swamp in three marks' time.
207,Micaiah: Somebody's nearby...
208,"???: You sensed me, did you?"
209,Micaiah: Where is Laura?
210,"Jarod: And you saw through my ruse. You're as clever as they say, my dear. You even came alone. How brave of you. Was that to give your friends a chance to escape? What a thoughtful little thing you are."
211,Laura: Mi-Micaiah! Don't come any closer!
212,Micaiah: Laura! Let her go! She isn't one of us...
213,"Jarod: Now, you know I can't do that. She's a valuable hostage, just like you!"
214,"Micaiah: No! Yune, fly away!"
215,"Jarod: Argh, dratted bird! Yes, get that mangy flying bag of bones out of here before I squash it like a fly! Tch. How annoying."
216,"Jarod: Enough of this! Back to the castle. As long as we have these two, the others don't matter."
217,"Alder: Sir. All hands, withdraw!"
218,Micaiah: I've got a bad feeling about this...
219,"Script Transcription done by FEPlanet
"
220,Micaiah: I hope the others escaped...
221,"Laura: I'm sure they are safe and secure, just as I'm sure the abbot got his medicine. I believe in them."
222,"Aimee: Pardon... Excuse me. Not to pry, but did you know you're bleeding? You've got some blood on your sleeve there."
223,"Micaiah: Hm? Oh, you're right! I've been so distracted, I didn't even notice..."
224,"Aimee: Unfortunately, there are no vulneraries to heal you in this rat hole... Here, try wrapping this cloth around your wound."
225,Micaiah: Thank you very much. I don't believe we've met. I'm Micaiah.
226,"Aimee: I'm Aimee. I've been a lucky guest in this dungeon for quite some time. On behalf of myself and my snoozing friend over there, Ilyana, it's very nice to meet you, Micaiah."
227,Ilyana: ...Mm...
228,Micaiah: Why are you two in here?
229,"Aimee: I wish I knew! I belong to a merchant caravan that was passing through en route to the next market day. When we arrived here, we were brought to this charming prison against our will. Now, we await ""the general's pleasure."""
230,"Laura: I see. Well, that doesn't sound good. How unfortunate."
231,???: Um...
232,"Aimee: So you can talk. You've been so quiet over there, I assumed you didn't speak our language."
233,"???: ...If you wish, you may use this salve on your wound. It's an infusion of olivi grass."
234,"Aimee: Olivi grass? Hm, I've never heard of it. Are you sure it's safe?"
235,???: It's unquestionably safe... and effective.
236,Micaiah: Thank you most kindly. I'll try it.
237,"Aimee: Well, aren't you the trusting one? Are you honestly comfortable applying a strange medicine to your wound?"
238,Micaiah: I am. I know it will work. Thank you for sharing your medicine.
239,???: You're welcome!
240,Micaiah: I hear something!
241,Sothe: Here you are.
242,Micaiah: Sothe!
243,Micaiah: Yune! I'm so glad you're both all right!
244,Sothe: Sorry it took so long to get here.
245,Sothe: Hello.
246,"Aimee: Well, hello! I remember you. You've certainly grown up to be easy on the eyes! I believe I'm a little smitten."
247,Micaiah: You two know each other?
248,"Sothe: Somewhat. We crossed paths during the war. Let's get out of here before the guards come. I'll open the door, then we'll find a way out."
249,"???: I would like to get out of here, too. Like Aimee, I have no idea why I've been imprisoned. May I join you?"
250,Micaiah: By all means!
251,???: I thank you much. My name is Kurth.
252,"Micaiah: Well then, Kurth, after you."
253,"Nolan: Sothe, this way!"
254,Micaiah: Nolan! Edward! Leonardo! It's so good to see you all.
255,Sothe: How did you manage to sneak in this far without my help?
256,"Nolan: Oddly, one of the soldiers let us in the back way."
257,Micaiah: A Begnion soldier?
258,"Edward: Yes. He said, ""If you're here to save Laura, follow me."""
259,Laura: How strange. Why would a Begnion soldier mention me?
260,Mercenary: The prisoners are escaping!
261,"Micaiah: Surprise, surprise! They found us!"
262,"Sothe: While I was in the armory, I borrowed a few tomes and staves."
263,"Micaiah: Perfect. Now I can fight, too."
264,"Ilyana: If you'll lend me that tome, I can fight as well."
265,"Aimee: With all due respect, I'm certainly no fighter. And neither is the boy. We'll tiptoe around you all and stay out of harm's way. Good luck, everyone!"
266,Kurth: I am sorry to impose upon you. Please be careful.
267,"Sothe: Micaiah, this is for you."
268,Micaiah: My tome! How did you get it?
269,"Sothe: I didn't know if it was yours, but I figured you could use it. So at the armory, I ""borrowed"" it too."
270,"Micaiah: Well done, Sothe. Now I can pull my weight and fight."
271,"Sothe: And a staff for you, Sister."
272,Laura: Thank you very much.
273,Ilyana: Um... I... I can fight too. Could you...lend me that tome?
274,"Sothe: What, you mean this one? Ilyana, I didn't know you used light magic, too."
275,"Micaiah: Sothe, that's a tome of lightning magic."
276,Sothe: It is?
277,"Micaiah: I give up. You just grabbed at random, didn't you?"
278,Sothe: You know I can't read the old language. The letters all look the same to me!
279,"Sothe: Here. If this one will work, take it. Just like old times, right, Ilyana?"
280,"Ilyana: Thank you... And yes, Sothe... I don't want to fight...but I'm glad I'll get to fight alongside you again..."
281,"Micaiah: Ilyana? If you're not up to it, don't feel pressured to fight. We can handle the soldiers. You look a little woozy. Are you sure you're going to be all right?"
282,"Aimee: She's fine, Micaiah. She's always like that."
283,Micaiah: But...
284,"Ilyana: I can fight... I'm...very angry... The food here... It was terrible, and...they gave us hardly any... I... will have vengeance."
285,Micaiah: This girl takes her food pretty seriously. Interesting.
286,Sothe: I see Ilyana is as hungry as ever.
287,"Aimee: Don't worry about us. We'll carefully tiptoe around you all. The boy and I can't fight, so we'll stay out of harm's way. Good luck, everyone!"
288,Kurth: I am sorry to impose upon you. Please be careful.
289,Laura: Hm... That soldier... Could that be...
290,Laura: Aran? I can't believe it! It IS you!
291,Aran: Laura!
292,"Laura: I knew it! But, Aran, why? Why would any true Daein join sides with Begnion?"
293,"Aran: A true Daein? I'm not sure I still am one... Not since a family of merchants from Begnion took me in... But I could never do anything to hurt you. You've always been like a little sister to me. Get out of here, Laura... while you still have a chance! I'll turn a blind eye."
294,"Laura: But what about Micaiah and Sothe? They've risked their lives fighting for the abbot--and for me. I couldn't possibly abandon them now, not even if it meant saving myself."
295,"Aran: Oh, bother..."
296,Laura: What's wrong?
297,"Aran: I can't keep lying to myself any longer. I know what Begnion is doing in Daein is despicable, and I can't support it."
298,Laura: Then...
299,"Aran: Then...from now on, I'm fighting for what's right...just like the abbot taught us. Come on. Let's get you--and everyone else--out of here!"
300,"Laura: Wonderful! Thank you, Aran. I knew it. You haven't changed a bit. You're as considerate as ever. Your family would have been so proud!"
301,Burton: Ehhhh! You won't get away! I'll slice through you like a hot knife through cold butter!
302,"Burton: You! Crawl quietly back to your cell, and I'll spare you. More than that, however, I cannot promise."
303,"Micaiah: Don't be so sure. This isn't our first fight, and it won't be our last."
304,"Burton: A brave, yet foolish, sentiment. Before the might of the empire, you lowlifes are just cracked dirt beneath my boots!!"
305,Burton: Even if you run... There is no place... for you scum...to go...
306,"Micaiah: For now, let's just get away!"
307,"Aimee: Thank you so much... all of you! Because of your bravery, I can finally rejoin my merchant caravan. Still, coming back to Nevassa, I'm stunned at the terrible state of things. Who would have thought that Begnion would rule with such an iron fist? They run your nation with boundless cruelty, looting the towns and sending your able-bodied men to camps. It breaks my heart."
308,"Jorge: They make me miss Ashnard, Daein's late ""Mad King."" And I never thought I'd say that! At least he never tried to destroy Crimea as a country!"
309,Micaiah: What do you mean by that?
310,"Daniel: People make a country. One person--even a noble king--does not a country make. And a strong country only exists when its people are strong. As Begnion crushes the citizenry, it slowly destroys Daein."
311,"Jorge: The dastards are treating Daein like a nation of slaves! If this persists, Daein's strength will be sapped, and the nation itself will cease to be."
312,"Micaiah: Then, what should we do? What can we do to save our country?"
313,"Jorge: There is a rumor. If it's true, there might be hope..."
314,"Muston: Look here, Jorge! Don't go spouting off rumors."
315,"Micaiah: No, I want to know! If there is a shred of hope for us, tell me."
316,"Jorge: Well, the rumor is that King Ashnard left an orphan behind."
317,Micaiah: Really? Is that true?!
318,Sothe: King Ashnard had a child? Why have I never heard of this?
319,"Daniel: It's just a rumor--nothing more. But if it's true, it would be a strike of great fortune for Daein."
320,"Jorge: In the last war, Crimea used a scion of the royal family to unify its people and rally a liberation army. So could Daein."
321,Aimee: And drive out the loathsome Begnion!
322,Micaiah: So where is this orphan?
323,"Jorge: According to rumor, he's in the east, near the Desert of Death, trying to raise an army to lay claim to the throne. Shall we go there?"
324,"Sothe: Micaiah, what do you think?"
325,Micaiah: ...In the desert...an important encounter awaits us. It shall be one that changes the shape of our future.
326,"Sothe: Well, that's it then. We must go to the desert to meet our destiny."
327,"Exit base
"
328,"Sothe: What's going on, Micaiah?"
329,Micaiah: I'm not sure. I sense...something. There's a presence here that calls out to me.
330,"Sothe: All right. Micaiah, you and I should look into this. Everyone else, check the surroundings."
331,"Nolan: Got it. Everybody, be on your guard."
332,Sothe: Amazing... I can't believe these ruins are still standing.
333,"Micaiah: They do seem to be very old, indeed. I wonder who built them..."
334,"Sothe: Judging by the size, it must have been the laguz."
335,Micaiah: What makes you say that?
336,"Sothe: What do you think it would be like, to change into a bird or a dragon, as the laguz can? Being part beast is one thing, but being able to transform into that beast, with more strength than we could ever imagine... I mean, they could build a place like this before breakfast."
337,"Micaiah: I suppose that's true... But what surprises me most is not that these could be laguz ruins, but you, Sothe. You've changed, haven't you?"
338,Sothe: Me? How so?
339,"Micaiah: I remember a time when you used to refer to the laguz as ""sub-humans."" Such an ugly word. Now look at you."
340,"Sothe: Well, come on. Beorc are called the Children of Wisdom--and the laguz the Children of Strength--for a reason. But I know now that just because our two races differ, that doesn't mean one is better than the other. The age-old beorc bias against laguz is based on sheer ignorance. When I met Ike during the war three years ago...and fought beneath him... he made me realize this."
341,"Micaiah: Honestly. Here I thought you were saying something enlightened, and you're just talking about him again?"
342,"Sothe: What do you mean, ""again""?"
343,"Micaiah: Sothe, sometimes, every other thing you say is like an ode to Ike. I know you fought beside him. I know you owe him your life. And I know you want to be just like him... But to the people of Daein, he's the man who crushed us three years ago. Some would even call him our archenemy. If we hadn't lost the war to that man, Daein wouldn't be in the mess it's in now. You know that."
344,Sothe: Pish! I know that. Everyone knows that.
345,Micaiah: Yune? What is it? Where are you going?
346,Micaiah: Incredible!
347,"Sothe: Mounds of treasure! Maybe it was the gold calling you, Micaiah?"
348,???: Grrruah! What is this?! Looks like a tasty snack turned up while we were out!
349,"Pain: Mwah-ha-ha! Our first prey in a long time. Leave them to me, my fang-brothers!"
350,"Sothe: Not good. Laguz bandits! Micaiah, give the signal."
351,Micaiah: Consider it done!
352,"Agony: Grrruah! Puny little humans, come and fight!"
353,"Agony: Oooohhhh...a beorc mage. Shiny, sparkly magic makes me soooo scared."
354,"Micaiah: We do not want your treasures, and we mean no ill will. Step back, and we will not harm you."
355,"Agony: If the fire don't roar like a furnace, it don't scare me! Mwah-ha-ha! I'm gonna rip your throat out!"
356,Agony: Grrrua...gack! What happened to me...
357,Pain: Mwah-ha-ha! Come here so I can taste you!
358,Pain: Mwah-ha-ha! Beorc are good eats!
359,Micaiah: Listen up! We did not intentionally intrude on your territory.
360,Pain: Mwah-ha-ha! I'll listen...while I'm gnawing on your bones!
361,Pain: Mwah...ha...ha-- Gnk! How did this happen?
362,"Micaiah: Yune? Yune, where are you? You can come out now!"
363,Sothe: You and that bird. It's...a little strange.
364,"Micaiah: You're just jealous. Wait, I hear something."
365,Sothe: I can't hear anything.
366,Micaiah: Someone's singing. It's coming from over there.
367,"Sothe: Micaiah, wait!"
368,Micaiah: You! Hello! Who are you?
369,Rafiel: I am Rafiel. A voice guided me here. Was it yours?
370,Micaiah: No. But I heard a voice that guided me here as well. Someone or something may want us both here.
371,"Sothe: You're laguz, aren't you? One of the heron clan, and two of the beast tribe. Right?"
372,"Rafiel: That is correct, beorc youth."
373,"Sothe: Your white wings reveal you're of the heron royal family. Are you related to Prince Reyson, by any chance?"
374,Rafiel: Reyson? My younger brother? You know of him?
375,Sothe: You could say that. We served in the same company for a while.
376,Rafiel: What? You are suggesting that my brother is still alive?
377,"Sothe: Yes. He is still alive. And as far as I know, your father the king and the princess Leanne are as well. Unless something's happened, all three of them live in the royal palace of Gallia, country of the beast tribe."
378,"Rafiel: Unbelievable! My father and my sweet Leanne... They're still with me! Oh, goddess! I'm...not alone. Not anymore... ...Ah..."
379,Nailah: Rafiel...
380,Volug: ...
381,Micaiah: Hello. And you are?
382,"Nailah: I am Nailah, Queen of Hatari, and this is Volug, my loyal servant. Our kingdom lies far east of here."
383,Sothe: There's a country on the other side of the desert?
384,"Nailah: As I said. We have just traveled from there. Until we met Rafiel, we didn't know there were countries on this side of the desert. After all, no one had ever crossed the Desert of Death and lived to tell of it. Without Rafiel's guidance, we would never have survived the crossing."
385,"Rafiel: My people, the heron clan of Serenes, were blamed for the murder of Begnion's empress. Begnion mobs rose up in rage and massacred them. I had thought the whole of my clan, my entire race, had been wiped out. I wandered the desert in despair. If not for the queen, I would have died. In Hatari, I vowed to dedicate my life to her. And yet every night for these past three years, a voice has called out to me. Day by day, it has grown stronger... Until the voice led me to you all. Your news brings such joy! Father...Reyson...Leanne... My beloved family... My thanks to thee, O goddess... Ah..."
