,0
94,"Filat: From here, it is imperative that you hold Evans. We can ill afford to lose such a valuable defensive point to the enemy. You and your men shall be handsomely paid for your service. Provided, of course, that our territory survives unscathed. Best of luck, Lord Sigurd. Grannvale expects every man to do his duty."
95,"Man: Oh, thank the gods! We're saved! We can't thank you enough! Here - the whole village did their bit to raise some money for you. It's not much, but we hope it helps out there. Be sure to lend the other villagers a hand, too. I bet they'll be happy to help you our right back."
96,"Old man: Pay attention, kid! Weapons aren't created equal. See, swords best axes, axes best lances, and lances best swords. This right here's why you've gotta use your head before you blunder into battle. Speaking of battle, if you ever find yourself hurting out there, a chapel is the best place to go. It ain't free, mind. Every bit of health you regain there'll cost five gold pieces. But you can't put a price on your health."
97,"Woman: The lords of this land, House Chalphy, have been revered as most magnificent swordsmen for generations. It's no wonder, being that they bear the bloodline of Baldr, the god of light of old. Those Verdane thugs are lucky Lord Byron isn't around with his holy sword, Tyrfing. They wouldn't stand a chance!"
98,"Old woman: Oh? You came to save us? I was so sure this was the end! Take this little trinket. It's the least I can do. They call it a speed ring. Slip this magic band on and you'll be as nimble as a feather! Go on, try her out! Your enemies'll be too slow to hit you!"
99,Azelle: Lord Sigurd! I'm so relieved to see you're unharmed.
100,Sigurd: Azelle? Azelle of Velthomer? What are you doing here?
101,"Azelle: I'm here with Lex. We want to do whatever we can to fight the Verdanite invasion. Please, allow us to fight by your side. We won't let you down!"
102,"Sigurd: Of course! I couldn't ask for better help. But what of your brother, Lord Arvis? Is he alright with you helping out?"
103,Azelle: No... He's been tasked with command of the Royal Guard. He made it clear that I wasn't supposed to leave Belhalla at all.
104,"Sigurd:' Did he, now? I can only imagine the scolding that you'll be in for later!"
105,"Azelle: I know this is a dreadful thing to say, but to be honest, I'm terrified of Arvis... Sometimes, when I'm around him, I... I feel as if I'm only a nuisance to him."
106,"Sigurd: Is that right... Well, whatever your reasons, I'm just glad that you're here, Azelle. You're more than welcome to stay for as long as you want."
107,"Azelle: Thank you, sir!"
108,"Azelle: Wow, he's just like all the rumors say! He's nothing like Arvis..."
109,"Lex: It's been a while, huh, Lord Sigurd?"
110,Sigurd: Lex! I take it you're here to help as well?
111,"Lex: Yeah, Azelle dragged me into it. I swear, I can't say no to that twerp!"
112,"Sigurd: Hahaha... You haven't changed a bit, have you, Lex? But what about your father, Lord Lombard? Does he know you've come here?"
113,"Lex: Oh, hell no! You know as well as I how much my father loathes yours. There's no way he'd ever let me help House Chalphy, even if his life depended on it. I had to slip out behind his back. Just so we're clear, Sigurd, I'm not here for you. Azelle's my best friend, and he really wanted to help. That's all."
114,"Sigurd: Heh. A bit harsh, but thanks for coming all the same. Any help is greatly appreciated."
115,"Lex: Well, I'll do what I can. Those Verdane dogs have had their run of our land for long enough!"
116,"Ethlyn: Sigurd! Oh, you're unharmed!"
117,"Sigurd: It's great to see you, too, Ethlyn. Thanks so much for coming."
118,Ethlyn: I just couldn't stay away when I heard of Verdane's attacks... It's such a relief to know you're okay.
119,"Sigurd: Oh, come now. Did you really think I was about to lose to Verdane?"
120,"Ethlyn: I'd heard that Chalphy barely has any soldiers left behind, given that most of the army is away in Isaach. And let's face it, I can't remember the last time you didn't just leap straight into a crisis without thinking. With father away at war... I knew I had to come. Someone has to save you from yourself, after all."
121,"Sigurd: Heh heh. Wow, it feels as if I was getting this very lecture only yesterday! I swear, after Mother passed away, it was you who single-handedly kept us in check. Once you went off to marry Quan, we could've sworn that Father finally had a proper little lady for a daughter... But no, nothing's changed at all! I feel so sorry for Quan... Ahahaha!"
122,"Ethlyn: Sigurd, I'm only what you and Father made me! If I'm a fusspot, then it's squarely your fault! Perhaps if the two of you hadn't been so unkempt..."
123,"Sigurd: Heh, perhaps you're right. Listen, Ethlyn... We might not act like it, but everything you've done means the world to us. I'm so sorry for all the trouble I've always caused you... And thank you so much for coming."
124,Ethlyn: Sigurd...
125,Quan: Sigurd! Glad to see you in one piece.
126,Sigurd: Quan? What are you-
127,Quan: We heard about the Verdane attack and couldn't just leave you be. We're here to do what we can.
128,"Sigurd: But what about Leonster? Aren't your hands full there, keeping an eye on Thracia?"
129,"Quan: Indeed. That's why Finn is the only knight here with me. The Lanceritter are all back at home, under Father's command."
130,"Sigurd: Is that so... Quan, I'm sorry for pulling you into this mess, too. I know you're-"
131,"Quan: Sorry? Surely you jest, Sigurd? Don't you recall our old pledge?"
132,Sigurd: Hm?
133,"Quan: Come now! How could you forget? All those years ago, when we were students at the Belhalla academy? You, me, and Eldigan. Dear friends and fierce rivals in equal measure? Surely you recall that night, talking late about our hopes and dreams, and pledging our aid to one another in times of need?"
134,"Sigurd: Ah, of course! I remember it well."
135,"Quan: Excellent. Now shall we? With both of us here, what hope could those Verdanite savages possibly have? Never forget, Sigurd. I'm here for you, now and forever. I'll not let you lose to these lowlives!"
136,"Generation 1
"
137,"Chapter 1: Girl of the Spirit Forest
"
138,"Sigurd's capture of Evans Castle comes too late. Edain is not there, instead already well within Verdane's borders. Verdane's territory is blanketed in a thick sweep of forest. The nation is widely dubbed a ""barbarian kingdom"" by Grannvale's people, owing to their constant raids on Grannvalian soil. However, the reign of King Batu has seen an end to Verdane's infamous border raids. A pacifist, King Batu has long worked to build a lasting peace with Grannvale, while also keeping his aggressive sons appeased. Ultimately, however, it was Batu himself who violated the peace he held so dear. Batu's three sons have unexpectedly launched an assault on Grannvale. Cimbaeth, the second son, lord of Genoa ... Munnir, the eldest, lord of Marpha... And Jamke, the youngest of the three. Lurking deep within Verdane territory, the three now await the arrival of Sigurd. Edain's fate... Batu's sudden belligerence... Sprawling before Sigurd lie the great forests of Verdane - and within them, the answers he seeks. He prepares to take his first steps into the spirit forest of folklore...
"
139,"Conquering Genoa and Ayra is alive
"
140,"Conquering Genoa and Ayra is dead
"
141,"Ayra enters Genoa before Sigurd talks to her
"
142,"Ayra: Shannan's not here?! Grr! Grannvale must have taken him! They're dead!!
"
143,"Sigurd talks with Ayra after seizing Genoa
"
144,"The next Enemy Phase
"
145,"Other Phase, Nordion
"
146,"Elliot is defeated
"
147,"Approaching Marpha
"
148,"Marpha is seized
"
149,"Enemy Phase, Verdane Castle
"
150,"Edain speaks with Jamke
"
151,"Deirdre appears in the Forest, Sandima is still alive
"
152,"Deirdre appears in the Forest, Sandima is defeated
"
153,"Conquering Verdane
"
154,"Sigurd: Deirdre?! Thank God, you’re all right!
"
155,"Deirdre: Yes, I was captured and placed in this castle, but I knew you’d come for me.
"
156,"Eldigan: You're doing a fine job, soldier. I leave the border's defenses to you."
157,"Cavalier: Yes, milord!"
158,"Eldigan: Sigurd! It's been a long time. Pray tell, why do I find you suddenly occupying Evans? You couldn't possibly be declaring war on Verdane, could you?"
159,Sigurd: Eldigan! Am I glad to see you. Listen. The Verdanites have abducted Lady Edain of Yugvi. They've made it amply clear that they don't plan on releasing her. Taking her back by force is our only option.
160,"Eldigan: Ah, I see. That makes sense. Well, whatever you do, you cannot afford to leave Evans unattended. My fellow Agustrian lords have been of a rancorous sort of late... Ah, I know. I'll ensure they don't threaten you from behind."
161,"Sigurd: I'm sorry to involve you in this as well. Say, Eldigan, once I'm done here, what do you say to a catch up? You, me, a fine bottle of wine... Just like old times."
162,"Eldigan: Mm. I'm looking forward to it. I trust I'll see you later, then. May luck be with you this day, Sigurd!"
163,"Cimbaeth: Listen up, Ayra! You know the deal. While I'm out, you guard the palace, right up to your very last breath. Remember, first sign of funny business, and it's the brat's head."
164,"Shannan: Ayra! Ayra, I'll be alright! Don't give in to these thugs! Don't let 'em boss you around!"
165,"Ayra: Shannan... Look, Cimbaeth, you have my word. So long as you leave Shannan alone, you'll have no trouble. But I do wonder if, once this battle is over, you actually plan to return him to me."
166,"Cimbaeth: Ahahahaha! You got nothing to worry about. If we get Evans back, you get him back."
167,"Ayra: I understand. But be warned, Cimbaeth: if you break your promise, you'll deeply regret it. Cross me, and I will pursue you to the very depths of the inferno itself, till I take your head. Remember this well!"
168,"Cimbaeth: Wh-whoa, settle down there! I don't believe it... Such a cute face, but you only use it to spew bile like that! I'm not about to make an enemy outta someone with a sword arm as fine as yours. I can promise you that."
169,"Ayra: Shannan, sit tight. Be patient for just a bit longer."
170,"Shannan: Ayra, no! Don't do it! Don't go! AYRA!!"
171,"Cimbaeth: Feh... Right, boys, we're moving out! We're taking back Evans!"
172,"Jamke: Come on, Edain! Take the brat and get out of here, and quickly! You need to get as far away as you can before Munnir finds out!"
173,"Edain: Pardon me, Prince Jamke, but are you not joining us?"
174,"Jamke: No. I won't stand for my brothers' vile ways but I just won't betray my father, either. I'm going back to the capital. I'm going to try, one more time, to convince my father."
175,"Edain: You're right... We must do all we can to end this war as soon as possible. Prince Jamke, I would sooner not burden you alone, but you are our only hope to persuade King Batu to end this."
176,"Dew: Edaaaaain! C'mon, hurry up! We're still in serious danger here. If they catch me this time, then Munnir'll rip my tongue out for sure!"
177,"Jamke: Dew, you're a thief. You got caught in the act. Any tongue rippings you get are your own fault. If Edain hadn't insisted on letting you go too, you'd still be sitting in chains. Now, what did you promise to do?"
178,"Dew: I know, I know. I promised Edain, too. I'm washin' my hands of thievin' from now on. Can I go now?"
179,"Jamke: I'll take your word for it. Now, go already!"
180,Jamke: Edain... May we meet again.
181,"Munnir: What?! Jamke let the broad go and went scurrying back to the capital? Gah! Damn my rat of a brother! Boys! We'er taking the wench and the brat back! If they put up a fight, kill 'em if you have to!"
182,Ayra: So it's finally time... Woe be to all who cross me!
183,"Oifey: Sire, we've found this young boy in the dungeon."
184,Shannan: ...
185,Sigurd: What's the matter? Why are silent? I want to know why you were held here.
186,Shannan: You're not one of Cimbaeth's lot... Are you?
187,Sigurd: We've dealt with Cimbaeth. There's nothing to be afraid of anymore...
188,Shannan: Oh! So Ayra doesn't have to keep fighting! My Auntie Ayra was forced to fight 'cause Cimbaeth had me! Please! You've got to help her!
189,"Sigurd: That swordswoman? Huh. I thought there was something amiss about her... Very well! I'll let her know that you're safe. Now, what's your name?"
190,"Shannan: Shannan. ...I'm Shannan, the prince of Isaach..."
191,"Sigurd: Isaach's prince, you say... I can barely begin to imagine what you've been through, Shannan. For now, though, you're welcome to stay with our army. Don't worry. One day, you'll make it home. I'll do all I can to ensure that."
192,"Oifey: Pardon me, sire, but we're currently at war with Isaach. If we're going to harbor its prince, shouldn't we inform the king?"
193,"Sigurd: He's a child, Oifey. That war has nothing to do with him. I'll find a way to get him home safely, but for now, we need to look after him."
194,Oifey: Just as I thought... Lord Sigurd really is such a kind man...
195,Ayra: Genoa has fallen to Grannvale?! No! I... I must get to Shannan!
196,"Oifey: Sire, we've found this young boy in the dungeon."
197,Sigurd: Who are you? What's your name?
198,Shannan: I-I'm Shannan... Prince Shanan of Isaach... You're not one of Cimbaeth's lot... Are you?
199,"Sigurd: Isaach's prince?! ...Er, forgive me. I am Sigurd, a paladin of Grannvale. We've defeated Prince Cimbaeth. You're safe now."
200,"Shannan: Really?! Then Ayra doesn't have to fight anymore! My Aunt Ayra was forced to fight 'cause Cimbaeth had me! Come on, we've gotta tell her!"
201,Sigurd: Ayra? That swordswoman out there? ...Oh. Oh no...
202,Shannan: It... It can't be... She's dead? ...You killed Aunt Ayra?!
203,"Sigurd: I'm so sorry, Shannan... If I had known, I wouldn've done all I could to help her..."
204,Shannan: Ayra...
205,"Sigurd: Oifey, could you take care of Shannan for a while? Try to help him calm down a bit."
206,"Oifey: Pardon me, sire, but we're currently at war with Isaach. If we're going to harbor its prince, shouldn't we inform the king?"
207,"Sigurd: He's a child, Oifey. That war has nothing to do with him. I'll find a way to get him home safely, but for now, we need to look after him."
208,"Oifey: Understood, sire."
209,Oifey: Just as I thought... Lord Sigurd really is such a kind man...
210,"Sigurd: Hold, Lady Ayra! Prince Shannan is safe with us! You needn't keep fighting."
211,Ayra: What? You saved Shannan? Do you speak the truth?!
212,"Sigurd: I do. Prince Shannan told me everything: that you're the daughter of the late Isaachian king. Listen. You detest Grannvalians. You've made your hostility perfectly clear, but you can't neglect your duty to the prince. You can't afford to waste your life now, not on a battle as senseless as this."
213,"Ayra: My brother, the crown prince, entrusted Shannan to my care knowing that his death was inevitable. You're right. After all this time, I refuse to die for Verdane's sake. Until I've seen Shannan rise to the Isaachian throne, my life is not mine to forfeit to such dogs."
214,"Sigurd: I will aid you all I can, if you lower your sword. On my honor as the heir of Baldr the Crusader, I swear I will not betray you."
215,"Ayra: Very well. I'll place my trust in you, as well... Such is the way of the warriors of Isaach. For now, I pledge my blade in your service. However, this does not change that Grannvale is my foe. Beware, for if one day that includes you... I will not hesitate."
216,"Sigurd: Mm, war can be truly cruel. Ayra, Isaachian warrior... I pray that day never comes."
217,"Elliot: Tch. Does Grannvale really think it can just waltz into Verdane with such a tiny force? How adorable. Men, here's our chance. Evans is ripe for the plucking, then it's straight for the Grannvale border!"
218,Cavalier: Is that... No! That's the Heirhein army! Lord Eldigan won't like this...
219,"Eldigan: What's this? Heirhein's army is marching on Evans?! Ugh... I should've known Elliot just couldn't keep his nose out of this. Take care of the castle, Lachesis. Sigurd is in dire need of my help."
220,"Lachesis: Of course, brother. Please, do all you can to help Sir Sigurd."
221,"Eldigan: Right! Cross Knights, move out! Our foe is the Heirhein army. I don't expect a challenge, but stay alert nonetheless!"
222,"Eldigan: Elliot! Ambushing them like a common thief, are you? A cowardly act, ill befitting the honor of a knight! Withdraw immediately, or I will take action. We both know you're no match for me."
223,Elliot: What's this? Eldigan?! I should've known you would side with Grannvale!
224,"Eldigan: In doing this you are crossing not just Grannvale, nor me, but your very liege! We bow to the reverent King Imuka, who desires only peace with Grannvale. Would you truly cross His Majesty?"
225,Elliot: You fool! Only you would still seriously heed that senile old fool's word. The lords of Agustria are united against both Grannvale and any peace with them!
226,"Eldigan: Wrong, for I will not stand with you! Agustria cannot afford the crippling tolls of war, and nor can Grannvale. Our past stands as a testament to this. Learn well, Elliot: we, the nobility, know not the suffering brought by war. War cripples only the powerless, our subjects. I will not abide your lust for glory at the expense of our people!"
227,"Elliot: A pretty little speech, but that won't save you now. I knew all along: you and I were always fated to clash, Eldigan! Today, we settle this, once and for all! Men, the enemy is now House Nordion! I want Eldigan's head on a platter!"
228,Eldigan: Elliot has fled? Very well. Leave him to lick his wounds. We're done here. Withdraw!
229,"Munnir: What the hell's goin' on out there! Those of you ready for battle, move out! Don't let them near the castle!!"
230,"Deirdre: N-no! Please, let go of me!"
231,"Ruffian: Heh heh... What's the matter? C'mon, I'm just askin' for a little date."
232,"Deirdre: I need to go home, sir. I ask of you, please, pay me no mind!"
233,Ruffian: Shaddup! Keep up your yappin' and you'll regret it!
234,Sigurd: What's going on here? Let the girl go.
235,"Ruffian: What's your problem!? This ones- ...Urgh! You're not that Grannvale paladin, are you?"
236,"Sigurd: You understand the situation? Then be on your way. There are none I loath more than your kind. The girl has given you her answer. Now, leave her be and get out of my sight!"
237,"Ruffian: Yeah... Yeah, got it... My bad, missy. I was just teasin', is all. Sorry. I'll be off now..."
238,Sigurd: Are you alright?
239,"Deirdre: Y-yes... Thank you, Sir Sigurd."
240,Sigurd: Hm? You know of me?
241,"Deirdre: Yes. I met a woman named Edain not long ago in this castle, and..."
242,Sigurd: She spoke of me.
243,Deirdre: She did. I knew from the moment I laid eyes on you: You are in every way the man I had imagined...
244,Sigurd: May I... ask for your name?
245,"Deirdre: ...I'm sorry, but... ...I... I must go."
246,"Sigurd: Wait! Please, I just want to talk for a little longer--"
247,"Deirdre: ...I am truly sorry. I am glad we could meet, even once..."
248,"Sigurd: What? What do you mean? Please, wait! ...Ah."
249,"Old man: Lord Sigurd, is it? What's the matter?"
250,Sigurd: Oh... You must be the town elder! That woman who ran off just now... Do you know who she is?
251,"Old man: Ahh, of course. That woman is called Deirdre. She is a priestess of the Spirit Forest."
252,Sigurd: Deirdre... She's beautiful...
253,"Old man: Ohoho, even a refined man like you can't resist being charmed by her ilk! Could it be love at first sight? Hoho..."
254,"Sigurd: Sir, please. Don't tease me. And yet... I've never seen anybody so beautiful before. I... I need to see her again."
255,"Old man: Alas, sir, for it cannot be so. The folk of the Spirit Forest staunchly refuse to partake in the world beyond their woods. Furthermore, that girl and members of her clan are forbidden from ever liaising with men. Village lore dictates that should this ever happen, calamity would befall the world. You have no choice, sir. Resign yourself of that girl."
256,Sigurd: What superstitious nonsense! That poor girl... Deirdre... we must meet again.
257,"Jamke: Father, this is absurd! Why do you still refuse to listen to me? My brothers already have fallen, and it's only a matter of time before they come for the capital as well. The Grannvale commander, Sir Sigurd, is a good man. Please, end the war while you still can!"
258,Batu: I... allowed Munnir's raid only because I'd been told that Grannvale would surely come to invade us first. Never did I intend for a war like this.
259,"Jamke: It was that sorcerer, Sandima, who told you that, wasn't it? You, Cimbaeth, and Munnir trusted him too readily. You've all been deceived!"
260,"Sandima: Now, now, Prince Jamke. That's enough of that. Your duty as prince is to lead your men into the fray. Dawdling in a place like this would be deeply troublesome of you."
261,"Jamke: Argh! Damn you, Sandima!"
262,"Batu: That's enough, Jamke. Listen to Sandima. Go. Lead your men into the fray."
263,"Jamke: Father! ...Very well. If you won't change your mind, even now, then... I'll see this through as well. But be warned. Should I return victorious, Sandima, I'll allow you to live no longer!"
