,0
30,"Seth: Princess Eirika! This way! I can see no more of Grado's men. If we've made it this far, we've surely earned a moment's rest. Please forgive my grabbing you so...brusquely earlier."
31,"Eirika: Don't be foolish, Seth. If it weren't for you, I would never have made it out of the castle. You are the reason I'm still alive. You have my gratitude. And whoever that man was, he was clearly after me... It's my fault that you received such a grave wound. Allow me to treat it, I--"
32,"Seth: Your Highness, I can't allow an injury like this to be an obstacle. We have more important matters to attend to. We must press on to Frelia. We must fulfill His Majesty's wishes."
33,Eirika: ...I wonder how my father fares alone in the castle. Do you think he's safe? And what of my brother on the Grado front? We've heard nothing from him for days.
34,"Seth: King Fado and Prince Ephraim are both valiant and brave men. I doubt even the might of the Grado Empire can hold them in check. More important to me, Your Highness, is that you look to your own safety. How sad the two of them would be if something were to happen to you. We must reach Frelia to ensure the day of your happy reunion."
35,"Eirika: Yes, of course. You're right. Until I'm reunited with my father and brother, I must not despair. Come, Seth. Let us go.(Seth travels left on the map)"
36,"Seth: Once we cross that bridge, we will be in Frelia, near Border Mulan. Let us proceed, Princess Eirika.(Eirika goes to him)"
37,"Seth: Your Highness, I won't lie to you. This will not be an easy ride. Please, take this rapier. If something should happen to me, you must continue to Frelia, alone if need be.(After receiving a Rapier, O'Neill and his men appear)"
38,O'Neill: You there! Renais dogs! Where do you think you're going?
39,"Seth: Grado's men... Stand back, Princess Eirika."
40,"Eirika: It's all right, Seth. My brother has taught me something of swordplay. I will stand with you."
41,Seth: Princess Eirika!
42,"Eirika: I'm fine. His axe was slow, and I was quick. Now it's my turn!(After defeating the first fighter)"
43,"Seth: I'll hold the rest of them here. Please, Princess—to Frelia!"
44,Seth: All that's left is their leader...
45,"O'Neill: What was that? Do you think you can take me, wretched lordling? Come! It's time you high-and-mighty knights learned to respect a true warrior!"
46,Eirika: Seth! His wounds must be worse than he let on...
47,O'Neill: Time to die!
48,"Eirika: Stop! Face me, if you have the steel!"
49,"Seth: Princess, are you injured?"
50,"Eirika: What? Oh, no... I'm fine, Seth."
51,Seth: But you look so pale...
52,"Eirika: I'm fine... Fine. ...This is war, isn't it? It's not at all like the games I used to play with my brother or Lyon. I never thought—I didn't know it would be this...savage. Are words useless? Is strength all that matters? It's so sad... Why would the Grado Empire do this? To what end would they start a war?"
53,Seth: Princess...
54,"Eirika: ...Don't worry, Seth. I won't give in to sorrow. Let's get moving. I'm not broken, and I won't stop until I see Renais restored. I won't stop until I'm reunited with my father and brother."
55,Soldier: Princess Tana! Grado's forces are approaching!
56,"Tana: What? So soon? Ah, we've had no time!"
57,"Soldier: Milady, we lack the arms to defend this place. You must return to Castle Frelia."
58,"Tana: I can't! Not yet. We haven't found Eirika and her companions yet. Eirika is my friend, and she needs my help. I won't abandon her. Oh, I know! Go and ask Father—I mean King Hayden for more troops."
59,"Soldier: Yes, Your Highness!"
60,(Soldier leaves)
61,"Tana: Eirika, please be safe."
62,"Soldier: Commander Breguet, the enemy appears to be fortifying its position in the castle."
63,"Breguet: Hmph. They're tenacious, but they have no hope of stopping our advance."
64,"Soldier: What are your orders, sir?"
65,Breguet: Ha! Orders? You just stand here and watch. I'll crush them myself!
66,"Soldier: As you command, sir."
67,Breguet: Ha! That's what happens when you face my lance!
68,"Tana: St-stop right there! Call off your forces and turn back, or you'll have me to deal with!"
69,Breguet: Is that so? And who might you be?
70,"Tana: Who--? I am Tana, Princess of Frelia. I will not permit you to abuse my country any longer."
71,"Breguet: Frelia's royal brat, huh? How convenient..."
72,"Tana: Leave this castle immediately. If you harm me, my father and brother will chase you to the earth's end."
73,"Breguet: Yes, I've heard how King Hayden dotes on his precious little daughter. Let's see how true that is. You'll make us a fine hostage, my dear. Seize the girl and lock her up!"
74,"Soldier: Right away, sir!"
75,Tana: No! Let me go!
76,"Eirika: Seth, look..."
77,"Seth: I see it. It seems like Grado's army has already reached Frelia. Princess, this place is perilous. We should bypass Mulan altogether and head straight to the castle."
78,"Eirika: But we can't just ignore this... You were there when Renais was invaded... You saw what I saw. You saw how the people suffered at the hands of Grado's soldiers. Homes were destroyed, possessions stolen, women kidnapped... Anyone who resisted was executed without question, without hesitation."
79,Seth: ...
80,"Eirika: Please, Seth. I can't allow that to happen here. I don't want to see any more people harmed by Grado's atrocities."
81,"Seth: All right, Princess. I understand. Perhaps we can retake Mulan. But, Princess, you must act with caution. Your people need you, too."
82,"Eirika: Of course, Seth. Come on! Let's go!"
83,"Eirika: Seth. I need to know what's happening here. I'm going to visit that home.(Tutorial on visiting houses plays, then a tutorial about using Seth plays.)"
84,"Seth: Lady Eirika, what are your orders?"
85,"Breguet: Hm? Is that the princess of Renais? Ha ha! It really is my lucky day! Fame and fortune ride to meet me! Move on, you slugs! Bring that girl to me!"
86,"Franz: Sir Gilliam, is that Mulan? Have we reached Frelia's border already?"
87,"Gilliam: Aye, we have. Her Highness Princess Tana should be inside the castle."
88,Franz: But look—the countryside is crawling with Grado soldiers! Where's the castle guard? Has Mulan fallen? Are we too late?
89,Gilliam: Too tough to say from here. Princess Tana's in no danger if they want her as a bargaining tool. We men of the Eastern Watch will see her to safety.
90,"Franz: Yes... Yes, of course. We musn't give up. We must move. We must retake the castle. Then, we ride forth to Princess Eirika's aid."
91,Gilliam: I've stronger armor than you do. I'll take the lead. You watch my back.
92,Franz: Sir Gilliam! Are you all right?
93,Gilliam: It's just a scratch.
94,Franz: Wait! I...I have a vulnerary with me. Let me give it to you.(After completing the trading tutorial)
95,"Gilliam: Thanks, lad."
96,"Franz: Please, sir... When I was a raw recruit, General Seth taught me something. He said every soldier can serve a role, even the most inexperienced. Wait..."
97,Gilliam: What is it?
98,Franz: That knight... Is that General Seth? And his companion... must be Lady Eirika!
99,Soldier: I've found them! Stragglers from Renais! Don't let them get away.
100,"Seth: Is that you, Franz? I'm relieved to see you're still in one piece!"
101,"Franz: Y-yes...and you as well, General. As long as you lead us, sir, the Knights of Renais cannot lose!"
102,"Seth: Franz, you and I must work together to protect Princess Eirika. I want you to ride with us."
103,"Franz: Sir! With honor, sir!"
104,"Franz: Princess Eirika, it is good to see you're well."
105,"Eirika: Franz, you made it through unscathed..."
106,"Franz: Y-yes, Your Highness! I met up with Sir Gilliam of Frelia and explained the situation in Renais. He told me that Princess Tana was in danger as well, here at Mulan. We rode as swiftly as we could."
107,"Eirika: Tana is here? Franz, we must hurry!"
108,Franz: Understood!
109,"Man: The rumors are true, aren't they? The Grado army's taken over the castle. It looks like they've seized the castle gate, too. Smart work—the gate provides defense and heals wounds to boot. They must be fierce warriors to have taken the gate. Watch yourself."
110,"Man: That knight encamped at the castle was wearing the finest armor I've seen. It looked like it could turn aside almost any blade you swing at it. I know my armor, though. I wager a good rapier or armorslayer could get through it."
111,"Breguet: Bah, what a worthless lot of curs I've been assigned! (with any unit)"
112,Breguet: This...this can't be... I... (upon defeat)
113,Gilliam: Princess Tana.
114,Tana: Sir Gilliam... I'm sorry. I never meant to cause you such trouble.
115,"Gilliam: It was no trouble. I live to serve, Princess.(Eirika enters)"
116,Eirika: Tana!
117,Tana: ...Eirika?!? Is that really you?
118,"Eirika: Tana, what are you doing, so far from Castle Frelia?"
119,"Tana: I heard that Renais had fallen, and I was so worried... But I'm glad to see that you're safe... Wait! Where is Ephraim? Is he well?"
120,Eirika: I wish I knew.
121,"Tana: You haven't heard from him? Oh, I hope he's not been harmed... Come, we must go to Castle Frelia. My lord father may know something."
122,"Eirika: Thank you, Tana."
123,"Narration: Eirika and her companions have liberated the border castle. Alongside Princess Tana of Frelia, they ride to the Frelian capital."
124,"Hayden: Oh, Tana... I'm grateful to see that you're safe and home again! You've no idea how I worried when I heard you were under attack at Border Mulan. You are not to leave again without my permission. Do you understand?"
125,"Tana: Don't be mad, Father. Look, I come bearing good news. Eirika! Come out now!"
126,(Eirika enters)
127,"Eirika: King Hayden, I am pleased to see you again, even in these sad times."
128,"Hayden: Ah, Eirika! It does my heart good to see you safe."
129,Eirika: Thank you. I was able to escape the castle before Renais fell. But I'm not sure if my father...
130,Hayden: Yes. I...have received word of your father.
131,Eirika: Your Highness? Please tell me. Is my father well?
132,Hayden: ...My friend King Fado...did not survive the fall of Renais Castle.
133,"Eirika: ...No, it cannot be..."
134,Seth: ......
135,"Hayden: Rest assured, Grado will be punished for its cowardly act. This is Frelia's promise. Eirika, please stay here and rest. I cannot imagine how exhausted you must be."
136,"Eirika: ...... King Hayden. You know of Prince Ephraim's disappearance, do you not?"
137,"Hayden: Yes, we hear the prince and his men hound Grado at every turn. It's said that he's led his forces into the empire itself. Reports suggest he's crossed the border and now fights in Renvall."
138,Eirika: My brother... He fights on? Even now?
139,"Hayden: Yes. My pegasus knights bought this information at a great price. Even though Renais has fallen, he charges into the enemy's heart. He is truly Fado's son... What a valiant youth. I wish that I knew whether he remains unharmed, but I do not."
140,"Eirika: King Hayden, I thank you for your offer, but I cannot stay. I intend to ride to my brother's side with reinforcements."
141,"Hayden: I cannot allow it. I know how you feel, but this plan is suicide. I would be betraying Fado's memory if I allowed any harm to befall you. Stay here. Rest and mourn. Leave this war to the warriors."
142,"Eirika: I know you mean well, Your Majesty. However, I have lost my father, and my twin brother is in peril. My brother, he is a part of me... I cannot rest here in peace while he risks his life."
143,"Hayden: No. Renais has no more army. Grado's forces decimated it. I wish that Frelia could provide you with support, with soldiers, but... My son, Innes, is on his way to meet the empire's forces. We cannot spare a single brigade. Your own retinue of knights cannot possibly face Grado alone. Are you so determined to go?"
144,Eirika: Yes. ...With apologies.
145,"Hayden: ...As resolute as your father, eh? What am I to do in the face of such foolhardy determination? Vanessa."
146,"Vanessa: Here, Your Highness!"
147,Hayden: Moulder.
148,"Moulder: You called, my king?"
149,Hayden: Gilliam.
150,"Gilliam: Yes, sire?"
151,Hayden: You are to accompany Princess Eirika of Renais into Grado territory. I expect each of you to provide aid and support for her brother.
152,Moulder: Hmm. Quite a grave responsibility you've given us.
153,"Vanessa: No matter the obstacles, we will perform our duty."
154,Gilliam: Our lives are yours.
155,"Hayden: These are some of my most trusted and stalwart vassals. They will, no doubt, prove themselves quite valuable on your journey. Remember, you are venturing behind enemy lines. You will need supplies. I will have a supply convoy readied to carry your weapons and provisions. It will remain at your side, no matter how far afield you venture."
156,"Eirika: King Hayden, I... Thank you."
157,"Hayden: No, save your thanks for your return...with your brother, Prince Ephraim."
158,"Eirika: Yes, Your Highness!"
159,(Got 5000 gold)
160,(Scene changes to corridor)
161,"Tana: Eirika, you don't really intend to go through with this, do you? I can't guess how you must feel, but it's just too dangerous. What would happen if you were captured by Grado's men?"
162,"Eirika: Thank you for your concern, Tana. But I have no choice. Don't you see, Tana? I have to go."
163,"Tana: Eirika... Oh, why is this happening. What's gone wrong with the world?"
164,Eirika: Tana...
165,"Tana: Why would Grado invade? Emperor Vigarde is a man of peace. His people adore him. And you and Ephraim are friends with Prince Lyon, are you not? What could be behind this madness? Why is this happening..."
166,"Eirika: I have no answers for you, Tana. I don't want to believe it, but the reality is that we are at war. If I do nothing, I may lose my brother as well as my father. This is why I have to fight. It's the only answer I have."
167,"Chapter 2: The Protected
"
168,"King Hayden apologizes for being unable to spare soldiers. However, he does provide Eirika with a small but trusted party of vassals. Eirika is grateful for the king’s aid. Chasing rumors of her brother, she sets out for Grado. The group’s first stop is the remote village of Ide, which was, until very recently, a part of Renais. Here, Eirika sees the devastation of Renais with her own eyes.
"
169,"Eirika: Seth has mapped out a route for us. We’ll travel south of Renais and pass through Serafew into Grado territory.
"
170,"Moulder: Hmm… That would seem a sensible plan. Assuming, of course, that we can avoid any run-ins with Grado soldiers…
"
171,"Vanessa: Princess Eirika, may I have your leave to scout ahead? From the sky, I’ll have a better chance of spotting any nearby troops.
"
172,"Moulder: We’re yours to command, Your Highness. Will you give your permission?
"
173,"Eirika: Yes, of course. Keep an eye out for enemy bowmen though, Vanessa.
"
174,"Vanessa: Yes, Your Highness, I shall. I shall prove myself worthy of the honor of your trust.
"
175,"Eirika: She seems very… sincere.
"
176,"Moulder: Sincere… Yes, quite.
"
177,"Bone: Hey, boss! We’ve found more villages ripe for the picking.
"
178,"Bazba: One, two, three… Ha ha ha! I love a good war! With all those soldiers preoccupied, we’re free to pillage as we please! Right, Bone—you’re in charge. Grab everything that’s not nailed down and bring it to the hideout.
"
179,"Bone: I’m on it.
"
180,"Ross: Dad! Bandits approaching!
"
181,"Garcia: Hmm… I’m getting you out of here, Ross. You stay close to me!
"
182,"Bone: Let’s start with that village there! Go to it, boys! It’s all yours. Cut down anyone fool enough to get in your way. I’m heading west around the mountains to the other villages.
"
183,"Ross: Unnnng!
"
184,"Garcia: Ross? What is it? What’s wrong?
"
185,"Ross: It’s nothing! It’s just a scratch! You’re a warrior, Dad, and I am your son. I won’t be beaten so easily. 
"
186,"Garcia: Don’t risk yourself so foolishly… We need to get you some help. Please! Someone help my son!
"
187,"Vanessa: Ah! This looks serious. I must report back to Princess Eirika at once. (flies back to Eirika) I have bad news. The village to the east is under attack by bandits.
"
188,"Eirika: Bandits?!
"
189,"Moulder: We have arrived at our first dilemma. We must move quickly and attract as little attention as possible, but…
"
190,"Eirika: But I cannot stand by and watch innocents be harmed. Vanessa, how fare the villagers?
"
191,"Vanessa: I spotted one injured person. He appeared to be just a child.
"
192,"Eirika: Father Moulder, can your staff help him?
"
193,"Moulder: Well, yes, I can heal his injuries with my staff, but… I cannot do it from here. He’s too far away. I must be near him. 
"
194,"Vanessa: Princess, please leave this to me. I shall bring the boy here.
"
195,"Moulder: All right, Vanessa. It’s up to you.
"
196,"Vanessa: Very well. I’m off.
"
197,"Garcia: You saved my son. I owe you my thanks.
"
198,"Eirika: It’s not necessary…
"
199,"Seth: …Hold on a moment … Aren’t you… the great Garcia? You fought for Renais, didn’t you?
"
200,"Garcia: ……
"
201,"Eirika: Seth, do you know this man?
"
202,"Seth: He was a troop commander for Renais until around ten years ago. When I was a recruit, the soldiers used to tell so many tales about him. They called him a daring and fearless fighter for Renais. Master Garcia, you must know the peril our homeland faces right now… Can we impose upon you to lend your strength to Renais once again?
"
203,"Garcia: …I’m sorry. I’m retired now. I’m not a soldier anymore. It’s… a decision I made long ago. 
"
204,"Seth: Master Garcia…
"
205,"Garcia: …When I was a soldier, I lived my life fighting for my country’s honor. I left no time for my family. I spent my life fighting for faceless, uncaring nobles. When my wife fell ill and died, I met the child she had left behind… At that moment, I finally realized what my duty had cost me.
"
206,"Eirika: ……
"
207,"Garcia: I stood at my wife’s grave and promised her I would be a father to our son. I’m done with armies. I’m done with fighting, except to protect my son. I’ve no regrets. I’m the boy’s father.
"
208,"Seth: …….
"
209,"Ross: You…you blasted fool! Father, what’s all this nonsense I’m hearing?
"
210,"Garcia: Ross!
"
211,"Ross: If you’re not going, then I will! I’m a fighter! I know I can do this!
"
212,"Garcia: Ross, what are you saying? I…
"
213,"Ross: Dad, please! Listen to me! I respect you more than any other man in the world. I know you gave up being a soldier for me. I know that! But how can you throw away such a big part of yourself? You’re a warrior at heart! You can’t give that up and be happy!
"
214,"Garcia: ……
"
215,"Ross: Look at me, Dad! Have you seen me fight? I’m not a child anymore. I’m a warrior, like you. You’re free to worry, but I can survive on my own!
"
216,"Garcia: …Ross.
"
217,"Ross: You want to challenge me, Father? I’m a fighter! The best in all of Ide! I’m not gonna lose to you! I’m not gonna lose to anyone!
"
218,"Garcia: …You’re right. You’re a good soldier, Ross. Sir Seth… If these old bones of mine can still serve, I’d like to join you.
"
219,"Ross: Dad…
"
220,"Garcia: Looks like my boy grew up while I wasn’t looking… He’s tougher than I thought. He doesn’t need my help. I’ve raised him as best I could, but he’s right. I’ve nothing to fear. I should fight. I will fight.
"
221,"Ross: Dad!
"
222,"Villager: Thank you so much for your help. Please, stay the night and rest…
"
223,"Eirika: We would if we could, but we have much to do and far to travel. Your safety is reward enough.
"
224,"Villager: Ah, well… My, that is a splendid bracelet you’re wearing.
"
225,"Eirika: Thank you. My father gave this to me.
"
226,"Villager: It’s a wonderful gift. But you should be careful, wearing such a valuable item so openly. Since Renais was invaded, things have become so dangerous around here. There are gold-hungry thieves and bandits everywhere. The most wicked are Bazba’s Bandits. They are…cruel beyond words. If you have something they want, your life is worth less than nothing. Just the other day they assaulted some travelers and… Oh, it was awful.
"
227,"Eirika: I…I can’t believe such things…
"
228,"Villager: Oh, Renais is finished, mark my words. The Grado Empire’s stolen our future. Our only hope against them was that Prince Ephraim would prevail, but… Rumor has it that he’s on the verge of being crushed by Grado’s vast numbers. These are dark days. Travel with care.
"
229,"Eirika: ……
"
230,"Eirika: Ephraim…
"
231,"Ephraim: It’s time to start. Are you ready, Eirika?
"
232,"Eirika: Yes, Ephraim. Let’s begin.
"
233,"Ephraim: Tell me, though; why do you want me to teach you to fight? I thought you didn’t care for violence…
"
234,"Eirika: I do not like uncivilized behavior. I think one can solve one’s problems without fighting. And yet…
"
235,"Ephraim: And yet what?
"
236,"Eirika: I’ve always relied on you to protect me, Brother. I would rather not be such a burden to you in the future. So, I thought maybe I should learn to protect myself…
"
237,"Ephraim: I’m your brother. Brothers are supposed to protect their sisters. It’s nothing for you to worry about. It’s no cause for concern.
"
238,"Eirika: Yes, but… I am your sister. Sisters are supposed to worry about their brothers. So I would like to learn something of swordplay, if only a little. And maybe, someday, I can protect you in your time of need… So please, Ephraim.
"
239,"Ephraim: All right, all right. How could I say no? Honestly, once you get an idea into your head, that’s it. I might as well give in. It’s agreed. I’ll teach you, but won’t hold back because you’re my sister. And I want no complaining once we’ve started, Eirika.
"
240,"Eirika: Complain? Me? Never!
"
241,"Eirika: ……
"
242,"Colm: Oops! Beg your pardon.
"
243,"Eirika: Hey!
"
244,"Seth: Princess, are you all right?
"
245,"Eirika: Y-yes… Someone bumped into me is all. I was jarred.
"
246,"Seth: Hm? Your Highness, where is your bracelet?
"
247,"Eirika: My bracelet? It’s… gone. Where could it be? Did that man--
"
248,"Seth: I’ll find him!
"
249,"Eirika: Don’t worry about it, Seth. That bracelet was a gift from my father, but Ephraim needs our help. I can’t let sentimentality get in the way of my duty.
"
250,"Seth: No, Princess… We must retrieve your bracelet regardless of cost. You cannot lose it. Let’s go. We must hurry.
"
251,"Ross: Hey, listen! My village is being attacked by bandits. My name’s Ross. Come on! You have to help me wipe those thugs out!
"
252,"Eirika: All right, just… Just take a deep breath and calm down, Ross. Leave the villages to us. We’ll drive off the bandits. Seth, take the boy somewhere safe.
"
253,"Ross: No! Wait! I’m going to fight, too!
"
254,"Eirika: But…
"
255,"Ross: My father is out there all alone, fighting those bandits. I’ve got to get back to him as quickly as possible! I’m the son of the great Garcia! As long as I have my axe, no bandit will ever defeat me!
"
256,"Eirika: All right, I can see you’re not going to be swayed… But you must promise you will stay close to us.
"
257,"Ross: Dad!
"
258,"Garcia: Ross?! Boy, what did I tell you!? What are you doing here? Don’t worry about me. Hurry up and get yourself to safety!
"
259,"Ross: Did you really think I could just run away while you fight, Dad? You taught me that fighters fight for what’s important to them! There’s no way I’m leaving! I’m fighting just like you!
"
260,"Garcia: Ross… All right, listen to me. We’ll cut our way out of here together!
"
261,"Bone: Wait a minute! Wh-who are you?
"
262,"Bone: Urgh… Blast…
"
263,"Villager: This is terrible… What are we going to do? Those bandits are so close. If we can’t find some way to protect ourselves, the village is doomed.
"
264,"Selena: Perhaps…
"
265,"Eirika: People, listen to me! You must close the village gates immediately. Hurry, before the bandits arrive!
"
266,"Selena: Who are you? You aren’t from one of the neighboring towns, are you. And your weapons give you away… You’re no peasant.
"
267,"Eirika: I am Er… My name is Erina. I’m a mercenary.
"
268,"Selena: A mercenary named Erina, is it? There’s more to you than that, I feel. But don’t worry—it’s none of my affair. I haven’t told you who I am yet, have I? I am Selena, a general in Grado’s army.
"
269,"Eirika: Ah!
"
270,"Selena: Is something wrong?
"
271,"Eirika: No… uh, nothing.
"
272,"Selena: It looks like these villagers have some bandit troubles. I would like to help, but I have orders… I’m to leave for the capital immediately, and I cannot stay. You’re armed, and you claim to be a mercenary. Will you help them? 
"
273,"Eirika: Um… 
"
274,"Selena: Is there a problem?
"
275,"Eirika: No! Of course I’ll help them! It’s just… You’re one of Grado’s generals… Why…
"
276,"Selena: These aren’t soldiers. They’re people. Should they suffer because their leaders fight? I’ve petitioned your aid. Take this as payment.
"
277,"Eirika: ……
"
278,"Selena: And who are you? You don’t look like one of the local peasantry. As you can see, these villagers have some bandit troubles. I would like to help, but I have orders to follow… I am required to quit this area at once. I would ask you to aid them in this fight. I will pay you for your trouble, of course.
"
279,"Villager: The most wonderful man rescued me. He was dressed like a mercenary, but he had an air of elegance about him… He gave me this elixir. I’m sure it will help you on the battlefield.
"
280,"Villager: Hm? What is it? What’s all the ruckus? What? B-bandits?! Spread the word, everyone! Close the village gates! Thank you for your warning. Please, accept this small token.
"
281,"Eirika and company pursue the thief who stole her bracelet. Their chase leads them into the mountains, where Bazba's Bandits pillage at will. Eirika cannot ignore her countrymen's pleas for help. She leads her group in search of the bandits’ stronghold.
"
282,Seth: The local villagers tell me that Bazba's Bandits keep their lair nearby. A few of them saw a lad matching the description of our bracelet thief. It seems a fair guess that the youth is one of these bandits.
283,"Eirika: Bandits... Here in Renais, our homeland. I had no idea... Burning our villages... Stealing from our people with no fear of reprisal?"
284,"Seth: It wasn't always like this. The knights used to protect the citizenry... However, with Renais in ruins and her army tattered, law and order are hard to find. It doesn't look like the Grado army is interested in maintaining order here. If nothing changes, Renais will continue this sad plunge into savagery."
285,Eirika: ......(A voice appears from off-screen)
286,???: Uh... Hello?(The person moves on screen)
287,???: Pardon me for asking... but are you all some sort of...mercenary troop?
288,Eirika: Why do you ask?
289,"???: P-p-please, you have to help Colm. You have to! I told him it was too dangerous, but he wouldn't listen to me!"
290,"Eirika: Please, you must calm yourself. Start at the beginning, and speak slowly."
291,Neimi: All right... Sniff. I'm Neimi. I'm from... I used to be from a village named Lark... Except the village is gone.
292,Eirika: Gone? What do you mean?
293,Neimi: Bazba's Bandits burned it down. Only Colm and I escaped. The other villagers... The bandits attacked them and...
294,Eirika: ......
295,"Seth: Neimi, what are you doing here?"
296,"Neimi: Bazba's Bandits... They have a hideout here in these mountains. That's where Colm... Um, Colm's my...uh... We've known each other since we were kids. He went to steal back something the bandits took from me..."
297,Eirika: He went alone? That's a very dangerous thing...
298,"Neimi: Yes, I know. Th-that's what I told him, but he wouldn't listen to me. If I lose Colm, too, I don't know... I... I'll...sniff..."
299,"Eirika: Wait, please don't cry. Don't worry. We'll find your friend and see that he's not harmed."
300,"Neimi: Really? Really and truly? Oh, thank you! Thank you!!! I... I don't have much money, but...I'll do anything to help."
301,Seth: Your Highness? What will it be?
302,"Eirika: If the thief we're after has gone to the bandits' lair as well... Well, it seems as though we share a common cause with Neimi. She is a citizen of Renais, after all. And isn't it our duty to defend our countrymen? I'm only sad that we weren't here to protect her friends and neighbors... So, yes, I feel we must help her."
303,"Seth: Very well. Neimi, I trust you can lead the way?"
304,"Neimi: Er, yes... It's this way."
305,"Seth: It figures. The doors are locked. With no keys and no thief to pick the locks, we're stuck outside."
306,"Eirika: I see. We're at an impasse then, aren't we?"
307,"Seth: Actually... No, we're in luck. You see that wall there, milady?"
308,"Eirika: Yes, I do. It's cracked..."
309,Seth: That's right. A few well-aimed blows should bring it crumbling down.
310,Neimi: Um... Is there anything I can do to help? I feel so... When I was little I used to go hunting with my grandfather. What I mean is I can-- I'm not bad with a bow.
311,Seth: Really?
312,Neimi: Uh-huh.
313,Seth: I see. You should remain behind and protect Princess Eirika.
314,Neimi: Um... Is there anything I can do to help? I feel so... When I was little I used to go hunting with my grandfather. What I mean is I can-- I'm not bad with a bow.
315,Eirika: A bow?
316,Neimi: Uh-huh.
317,"Eirika: What do you think, Seth?"
318,"Seth: An archer would come in handy in tight quarters like these. With a good bow, we could attack from afar without fear..."
319,"Eirika: Well, Neimi, can you take orders and keep out of danger?"
320,"Neimi: ... I'll try, Your Highness."
321,"Bazba: Hm. Not sure who's out there, but it looks like we've got guests. Let's give 'em a warm welcome, lads. You see a stranger, stick an axe in him!"
322,"Bazba: Huh? Don't know who it is, but it looks like we got guests. Let's give 'em a warm welcome, lads! Remember, use your axes to hit 'em from this side of the wall! They can't hurt what they can't hit! Now, get out there and cut 'em up!"
323,Colm: And here we go! Ha! And not a soul saw me. These bandits are easy picking. I guess I might as well start with these chests here.
324,Neimi: C-Colm...
325,"Colm: Neimi?! What are you doing here? I told you to wait for me, didn't I?"
326,"Neimi: I couldn't... It's too dangerous. C'mon, let's go home."
327,"Colm: We don't have a home! Don't you get it?  Look, just leave everything to me. I can take care of it in a flash, but I don't need a clumsy oaf like you tagging along."
