,0
342,"Mist: I'm sure they will, too! So no more crying! Got it?"
343,Rolf: Oh...sniff...
344,"Mist: Keep your chin up, Rolf! Boys aren't supposed to cry!"
345,"Rolf: But...I'm so scared... Aren't you even a bit scared, Mist?"
346,"Mist: Of course I am, but... Listen, we'll be fine! My brother will definitely come rescue us."
347,Rolf: Mm...yeah. You're right! And I'm sure that my brothers will be right there with him.
348,Mist: I know he will... So no more crying!
349,Rolf: Oh...sniff...
350,"Mist: Keep your chin up, Rolf! Boys aren't supposed to cry!"
351,"Rolf: But...I'm so scared... Aren't you even a bit scared, Mist?"
352,"Mist: Of course I am, but... Listen, we'll be fine! My brother will definitely come rescue us."
353,"Rolf: Oh, yeah... You've still got...Ike to look after you."
354,"Mist: Oh,I'm sorry... I didn't mean..."
355,Rolf: It's all right. I know.
356,"Mist: Rolf, really... I'm sorry."
357,"Rolf: If my brothers were still alive...they'd come get me, wouldn't they?"
358,"Mist: Yes, of course they would."
359,"Rolf: So I shouldn't keep crying, should I? I mean, we are going to be rescued."
360,"Mist: That's right! And we should be ready, all right?"
361,"Titania: I'm sure I told them to wait for me... I should have known they'd disobey orders. They have no discipline... As deputy commander of the Greil Mercenaries, I cannot allow any more of our people to be harmed."
362,"Ike: Titania! I, uh... I'm sorry. I ran off on my own without..."
363,"Titania: We'll talk about it later. For the time being, keep your mind on the battle, Ike."
364,Ike: Right!
365,"Ikanau: Graaw! We won't lose, not to the likes of you!"
366,Ike: Will you let the two of them go now?
367,"Ikanau: Sure, you can have 'em both. If you can beat me, that is!"
368,"Ikanau: Heh heh heh. I've been waiting for you, you red-haired demoness. You are going to hurt--and hurt bad. This is for my mates who fell before you in Caldea!"
369,"Titania: No matter your motives, you've taken helpless innocents as hostages. You're not fit to be called human. May the blessings of the goddess be kept from you for all eternity!"
370,Ikanau: This... This can't be... I don't deserve to lose to sellswords like you...
371,Ike: All right! Somehow we did it.
372,"Boyd: Somehow? What do you mean, somehow? We did it because we're better than them!"
373,"Titania: Boyd, calm yourself. What you DID...was in direct defiance of the orders I explicitly gave you. How it all turned out is another issue altogether."
374,"Oscar: Deputy Commander, I take full responsibility. The failure is mine..."
375,Rhys: Accept our apologies.
376,Ike: Looks like we did it.
377,Boyd: I guess.
378,Titania: Boyd! What you did was in direct defiance of your orders. How it all turned out is another issue altogether.
379,Ike: Looks like we did it.
380,Titania: ... You disobeyed orders. What on earth were you thinking?
381,Ike: Looks like we did it.
382,Boyd: I guess.
383,Titania: Boyd! What you did was in direct defiance of your orders. How it all turned out is another issue altogether. Urgh!
384,"Boyd: Are...Are you feeling all right, Titania?"
385,Titania: It's nothing to worry yourselves about.
386,"Ike: You need help. You're having a rough time even standing, aren't you?"
387,"Titania: I told you, I'm fine!"
388,Ike: Looks like we did it.
389,"Titania: Yet... You realize that you disobeyed orders, don't you? You have to understand that and... urgh!"
390,Ike: Titania! Are you well?
391,Titania: It's nothing to worry yourselves about.
392,"Ike: You need help. You're having a rough time even standing, aren't you?"
393,"Titania: I told you, I'm fine!"
394,"Titania: Oscar, Rhys... What am I supposed to do with you two? Sigh... I think I'll leave you two to the commander. He'll know how to handle you, I'm sure. Now, let's find Mist and Rolf."
395,"Ike: According to the bandit chief, they're in that shack back--"
396,Unknown: Eeek!
397,Ike: What? Mist!
398,"Oscar: Deputy Commander, I've no excuse..."
399,"Titania: Oscar, what am I supposed to do with you? Sigh...I think I'm going to leave you to the commander. He'll have some ideas, I'm sure. Now, let's find Mist and Rolf."
400,"Ike: According to the bandit chief, they're in that shack back--"
401,Unknown: Eeek!
402,Ike: What? Mist!
403,Rhys: Titania... I'm very sorry...
404,"Titania: Rhys, I can't believe you would go along with this. Sigh...I think I'm going to leave you to the commander. He'll have some ideas, I'm sure. Now, let's find Mist and Rolf."
405,"Ike: According to the bandit chief, they're in that shack back--"
406,Unknown: Eeek!
407,Ike: What? Mist!
408,"Titania: Sigh...I think I'm going to leave you to the commander. He'll have some ideas, I'm sure. Now, let's find Mist and Rolf."
409,"Ike: According to the bandit chief, they're in that shack back--"
410,Unknown: Eeek!
411,Ike: What? Mist!
412,"Mist: Please, let us go! I said let us go!"
413,Ike: Mist!
414,Mist: Brother! Everyone! You came!
415,Rolf: Oh...I'm scared.
416,Oscar: Rolf!
417,Rolf: Oscar? Help me!
418,"Boyd: Rolf! I'm here, too!"
419,Rolf: Boyd? Wa...waah!
420,Boyd: Stop crying! You don't need to worry! We'll get you outta there!
421,"Mist: That's right! Buck up, buddy!"
422,Rolf: Uh... I'll try!
423,"Ike: You! Harm either of them, and I'll see you dead!"
424,"Bandit: Shut up! Shut your stinking trap! If you want these two alive, you'll throw your weapons down. If you don't, I'll start with the girl..."
425,Mist: Eek! No!!!
426,Ike: Stop!
427,Titania: Wait!
428,Ike: Huh?
429,Bandit: Yeah?
430,Titania: I'm putting down my weapons. See?
431,"Bandit: Heh...heh heh. Smart move, wench!"
432,Oscar: Deputy Commander...
433,Titania: We're here to save them. Now all of you back off.
434,Oscar: OK...
435,Ike: Dang!
436,Boyd: This stinks!
437,"Bandit: Heh heh heh... All right, so now you're all unarmed. Which means...all you can do is watch while I gut this whiny brat like a fatling pig!"
438,Ike: Ah!
439,"Mist: Please, let us go! I said let us go!"
440,Ike: Mist!
441,Mist: Brother! Everyone! You came!
442,Rolf: Oh...I'm scared.
443,"Ike: You! Harm either of them, and I'll see you dead!"
444,"Bandit: Shut up! Shut your stinking trap! If you want these two alive, you'll throw your weapons down. If you don't, I'll start with the girl..."
445,Mist: Eek! No!!!
446,Ike: Stop!
447,Titania: Wait!
448,Ike: Huh?
449,Bandit: Yeah?
450,Titania: I'm putting down my weapons. See?
451,"Bandit: Heh...heh heh. Smart move, wench!"
452,Ike: Titania?
453,Titania: We're here to save them. Now back off.
454,Ike: All right...
455,"Bandit: Heh heh heh... All right, so now you're all unarmed. Which means...all you can do is watch while I gut this whiny brat like a fatling pig!"
456,Ike: Ah!
457,Mist: Brother! Everyone! You came!
458,Rolf: Oh...I'm scared.
459,Oscar: Rolf!
460,Rolf: Oscar? Help me!
461,"Ike: You! Harm either of them, and I'll see you dead!"
462,"Bandit: Shut up! Shut your stinking trap! If you want these two alive, you'll throw your weapons down. If you don't, I'll start with the girl..."
463,Mist: Eek! No!!!
464,Ike: Stop!
465,Titania: Wait!
466,Ike: Huh?
467,Bandit: Yeah?
468,Titania: I'm putting down my weapons. See?
469,"Bandit: Heh...heh heh. Smart move, wench!"
470,Oscar: Deputy Commander...
471,Titania: We're here to save them. Now all of you back off.
472,Oscar: OK...
473,Ike: Dang!
